CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Credit_Limit,AvgIncome,Measurement_Type,Measurement_Value
717893358,Existing Customer,43,F,3,Graduate,Married,Unknown,Blue,33,7951.0,35.75359712230216,MonthsOnBookCategory,high
780032208,Attrited Customer,44,M,3,Graduate,Married,$60K - $80K,Blue,34,14201.0,35.59700427960057,MonthsOnBookCategory,high
720219633,Existing Customer,52,F,0,Graduate,Not specified,$40K - $60K,Blue,42,2723.0,35.8731843575419,MonthsOnBookCategory,high
711676008,Existing Customer,52,F,1,Graduate,Single,Less than $40K,Blue,44,2019.0,35.8817747823645,MonthsOnBookCategory,high
714192033,Existing Customer,43,F,3,High School,Single,Unknown,Blue,25,10305.0,35.75359712230216,MonthsOnBookCategory,high
713442933,Existing Customer,49,M,3,Not specified,Married,$40K - $60K,Blue,32,3114.0,35.8731843575419,MonthsOnBookCategory,high
789052308,Attrited Customer,40,M,3,Graduate,Not specified,$40K - $60K,Blue,28,4323.0,35.8731843575419,MonthsOnBookCategory,high
714948858,Attrited Customer,50,F,2,Not specified,Single,Less than $40K,Blue,36,3647.0,35.8817747823645,MonthsOnBookCategory,high
711772983,Existing Customer,43,M,2,High School,Single,$60K - $80K,Blue,35,1849.0,35.59700427960057,MonthsOnBookCategory,high
802937058,Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,47,2540.0,36.074267100977195,MonthsOnBookCategory,high
712493058,Existing Customer,42,F,5,High School,Single,Unknown,Blue,31,4972.0,35.75359712230216,MonthsOnBookCategory,high
718808883,Existing Customer,55,F,2,Graduate,Single,Less than $40K,Silver,47,13565.0,35.8817747823645,MonthsOnBookCategory,high
719685408,Attrited Customer,40,M,2,Uneducated,Married,$60K - $80K,Blue,29,6332.0,35.59700427960057,MonthsOnBookCategory,high
708829758,Existing Customer,41,M,2,High School,Married,$60K - $80K,Blue,36,6062.0,35.59700427960057,MonthsOnBookCategory,high
710792733,Existing Customer,47,F,3,Post-Graduate,Married,Less than $40K,Blue,29,2897.0,35.8817747823645,MonthsOnBookCategory,high
716838633,Existing Customer,46,M,4,High School,Single,$60K - $80K,Blue,36,13407.0,35.59700427960057,MonthsOnBookCategory,high
714041283,Existing Customer,50,F,2,Graduate,Single,Unknown,Blue,40,6610.0,35.75359712230216,MonthsOnBookCategory,high
710284233,Attrited Customer,33,M,4,Uneducated,Married,$80K - $120K,Blue,36,1438.3,36.074267100977195,MonthsOnBookCategory,high
752944533,Existing Customer,45,F,5,High School,Married,Less than $40K,Blue,34,2030.0,35.8817747823645,MonthsOnBookCategory,high
713312208,Attrited Customer,53,M,1,High School,Married,$40K - $60K,Blue,43,3146.0,35.8731843575419,MonthsOnBookCategory,high
804045933,Existing Customer,36,M,0,Graduate,Married,$80K - $120K,Blue,30,5302.0,36.074267100977195,MonthsOnBookCategory,high
716662683,Existing Customer,55,F,2,Not specified,Single,Less than $40K,Blue,45,3185.0,35.8817747823645,MonthsOnBookCategory,high
713432508,Existing Customer,42,F,3,Post-Graduate,Married,Less than $40K,Blue,36,4328.0,35.8817747823645,MonthsOnBookCategory,high
799475658,Existing Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,45,2238.0,35.8817747823645,MonthsOnBookCategory,high
719849958,Existing Customer,44,F,4,Graduate,Single,Less than $40K,Blue,36,2658.0,35.8817747823645,MonthsOnBookCategory,high
715803933,Existing Customer,47,M,1,Post-Graduate,Single,$60K - $80K,Blue,36,9090.0,35.59700427960057,MonthsOnBookCategory,high
779486433,Existing Customer,46,F,5,Not specified,Single,Less than $40K,Blue,28,2424.0,35.8817747823645,MonthsOnBookCategory,high
708281433,Existing Customer,57,F,2,Graduate,Married,Less than $40K,Blue,36,1438.3,35.8817747823645,MonthsOnBookCategory,high
779844408,Attrited Customer,43,F,1,Post-Graduate,Married,Less than $40K,Blue,27,1438.3,35.8817747823645,MonthsOnBookCategory,high
721306908,Existing Customer,61,F,1,Graduate,Single,Unknown,Blue,44,2303.0,35.75359712230216,MonthsOnBookCategory,high
713964858,Existing Customer,51,M,2,Graduate,Divorced,$120K +,Blue,41,2792.0,36.89133425034388,MonthsOnBookCategory,high
717545808,Existing Customer,44,F,4,Post-Graduate,Single,Less than $40K,Blue,32,2900.0,35.8817747823645,MonthsOnBookCategory,high
771232533,Existing Customer,46,F,2,Graduate,Married,Less than $40K,Blue,33,2267.0,35.8817747823645,MonthsOnBookCategory,high
710883483,Existing Customer,52,F,1,Graduate,Married,$40K - $60K,Blue,34,4189.0,35.8731843575419,MonthsOnBookCategory,high
801715383,Attrited Customer,45,M,4,Graduate,Married,$60K - $80K,Blue,39,12890.0,35.59700427960057,MonthsOnBookCategory,high
719594433,Existing Customer,35,F,2,Graduate,Single,Unknown,Blue,26,3269.0,35.75359712230216,MonthsOnBookCategory,high
716310633,Existing Customer,59,F,1,Post-Graduate,Single,Less than $40K,Blue,36,2759.0,35.8817747823645,MonthsOnBookCategory,high
714188883,Attrited Customer,46,F,5,Doctorate,Single,Less than $40K,Blue,37,1787.0,35.8817747823645,MonthsOnBookCategory,high
772437633,Existing Customer,43,M,3,Graduate,Single,$60K - $80K,Blue,33,6854.0,35.59700427960057,MonthsOnBookCategory,high
708536283,Attrited Customer,35,M,1,Doctorate,Single,$80K - $120K,Blue,27,2904.0,36.074267100977195,MonthsOnBookCategory,high
772569033,Existing Customer,44,M,0,High School,Divorced,$80K - $120K,Blue,34,5293.0,36.074267100977195,MonthsOnBookCategory,high
714443883,Existing Customer,57,F,3,Graduate,Married,Less than $40K,Blue,49,1781.0,35.8817747823645,MonthsOnBookCategory,high
710369658,Existing Customer,50,M,3,Not specified,Married,$60K - $80K,Blue,36,3276.0,35.59700427960057,MonthsOnBookCategory,high
788440083,Existing Customer,55,M,2,Uneducated,Single,$60K - $80K,Silver,48,34516.0,35.59700427960057,MonthsOnBookCategory,high
773332908,Existing Customer,48,M,4,High School,Not specified,$60K - $80K,Blue,30,14670.0,35.59700427960057,MonthsOnBookCategory,high
709307808,Attrited Customer,59,F,2,High School,Married,$40K - $60K,Blue,36,4375.0,35.8731843575419,MonthsOnBookCategory,high
712507758,Existing Customer,36,F,2,College,Not specified,Unknown,Blue,24,3448.0,35.75359712230216,MonthsOnBookCategory,medium
715701033,Attrited Customer,43,M,2,Graduate,Married,$80K - $120K,Blue,33,2111.0,36.074267100977195,MonthsOnBookCategory,high
718478883,Existing Customer,55,F,2,College,Single,Less than $40K,Blue,36,3123.0,35.8817747823645,MonthsOnBookCategory,high
788734158,Existing Customer,42,M,4,Graduate,Married,$40K - $60K,Blue,19,8374.0,35.8731843575419,MonthsOnBookCategory,medium
794490858,Existing Customer,48,F,1,High School,Married,$40K - $60K,Silver,28,15713.0,35.8731843575419,MonthsOnBookCategory,high
718397658,Existing Customer,60,F,0,Not specified,Single,$40K - $60K,Blue,36,4115.0,35.8731843575419,MonthsOnBookCategory,high
718826883,Attrited Customer,50,M,3,Uneducated,Single,$80K - $120K,Blue,36,6925.0,36.074267100977195,MonthsOnBookCategory,high
716733933,Existing Customer,42,F,2,High School,Married,Unknown,Blue,30,1898.0,35.75359712230216,MonthsOnBookCategory,high
809307108,Existing Customer,44,F,1,High School,Single,Unknown,Blue,39,2021.0,35.75359712230216,MonthsOnBookCategory,high
778671483,Existing Customer,33,F,3,Uneducated,Single,Less than $40K,Blue,13,1630.0,35.8817747823645,MonthsOnBookCategory,medium
815504583,Attrited Customer,48,F,4,Graduate,Single,$40K - $60K,Blue,43,1538.0,35.8731843575419,MonthsOnBookCategory,high
789319458,Existing Customer,48,M,5,Uneducated,Single,$60K - $80K,Blue,38,22639.0,35.59700427960057,MonthsOnBookCategory,high
710382108,Existing Customer,39,F,3,Post-Graduate,Married,Less than $40K,Blue,19,2452.0,35.8817747823645,MonthsOnBookCategory,medium
720895533,Existing Customer,32,F,4,Not specified,Married,Less than $40K,Blue,22,1438.3,35.8817747823645,MonthsOnBookCategory,medium
709891608,Attrited Customer,41,M,2,High School,Married,$120K +,Blue,24,9924.0,36.89133425034388,MonthsOnBookCategory,medium
717136533,Existing Customer,37,F,2,Uneducated,Single,Less than $40K,Blue,26,2586.0,35.8817747823645,MonthsOnBookCategory,high
790164408,Existing Customer,59,F,1,Not specified,Married,Less than $40K,Blue,52,2308.0,35.8817747823645,MonthsOnBookCategory,high
795613233,Existing Customer,48,F,2,Graduate,Married,Unknown,Blue,42,10514.0,35.75359712230216,MonthsOnBookCategory,high
709009833,Existing Customer,54,M,3,Graduate,Married,$40K - $60K,Blue,44,1655.0,35.8731843575419,MonthsOnBookCategory,high
720054183,Existing Customer,41,F,2,Graduate,Single,$40K - $60K,Blue,25,2768.0,35.8731843575419,MonthsOnBookCategory,high
713193408,Existing Customer,59,F,0,Not specified,Single,Less than $40K,Blue,52,2533.0,35.8817747823645,MonthsOnBookCategory,high
801508383,Existing Customer,48,M,2,Graduate,Married,$80K - $120K,Blue,42,25658.0,36.074267100977195,MonthsOnBookCategory,high
711949683,Attrited Customer,55,F,2,College,Divorced,$40K - $60K,Blue,36,4410.0,35.8731843575419,MonthsOnBookCategory,high
787747308,Attrited Customer,49,F,4,Uneducated,Not specified,Less than $40K,Blue,39,3468.0,35.8817747823645,MonthsOnBookCategory,high
720064158,Existing Customer,51,F,3,Post-Graduate,Married,Less than $40K,Blue,36,1438.3,35.8817747823645,MonthsOnBookCategory,high
779104608,Attrited Customer,34,F,3,High School,Not specified,Unknown,Blue,15,1438.3,35.75359712230216,MonthsOnBookCategory,medium
715477233,Existing Customer,55,F,1,High School,Not specified,Unknown,Blue,36,6968.0,35.75359712230216,MonthsOnBookCategory,high
719524383,Existing Customer,35,F,3,Graduate,Single,$40K - $60K,Blue,22,2441.0,35.8731843575419,MonthsOnBookCategory,medium
713804883,Attrited Customer,46,F,4,Post-Graduate,Single,Less than $40K,Blue,37,1836.0,35.8817747823645,MonthsOnBookCategory,high
710359458,Existing Customer,50,F,1,Graduate,Married,$40K - $60K,Blue,36,2560.0,35.8731843575419,MonthsOnBookCategory,high
716311683,Existing Customer,43,M,4,College,Married,$80K - $120K,Blue,36,32733.0,36.074267100977195,MonthsOnBookCategory,high
753795633,Attrited Customer,48,F,2,Uneducated,Married,Less than $40K,Blue,41,2964.0,35.8817747823645,MonthsOnBookCategory,high
780076833,Existing Customer,44,M,1,Not specified,Not specified,$80K - $120K,Blue,29,8315.0,36.074267100977195,MonthsOnBookCategory,high
716019333,Existing Customer,65,F,0,Not specified,Single,Less than $40K,Blue,56,2279.0,35.8817747823645,MonthsOnBookCategory,high
820657083,Existing Customer,53,M,4,College,Single,$80K - $120K,Silver,48,34516.0,36.074267100977195,MonthsOnBookCategory,high
716901858,Existing Customer,49,M,4,Doctorate,Married,$40K - $60K,Blue,39,1438.3,35.8731843575419,MonthsOnBookCategory,high
756571983,Existing Customer,45,F,3,High School,Single,Less than $40K,Blue,36,2020.0,35.8817747823645,MonthsOnBookCategory,high
817607358,Attrited Customer,44,F,2,High School,Not specified,Unknown,Gold,35,34516.0,35.75359712230216,MonthsOnBookCategory,high
778268508,Existing Customer,56,F,2,Uneducated,Single,Unknown,Blue,47,5261.0,35.75359712230216,MonthsOnBookCategory,high
778984383,Existing Customer,43,F,3,High School,Married,Unknown,Blue,31,2692.0,35.75359712230216,MonthsOnBookCategory,high
720771933,Existing Customer,49,F,3,Post-Graduate,Married,$40K - $60K,Blue,36,1994.0,35.8731843575419,MonthsOnBookCategory,high
748827033,Existing Customer,44,M,3,Graduate,Divorced,$60K - $80K,Blue,37,3290.0,35.59700427960057,MonthsOnBookCategory,high
712591983,Existing Customer,52,F,5,Graduate,Single,$40K - $60K,Blue,41,3035.0,35.8731843575419,MonthsOnBookCategory,high
712181658,Existing Customer,37,F,2,Graduate,Single,$40K - $60K,Blue,36,2407.0,35.8731843575419,MonthsOnBookCategory,high
712297683,Attrited Customer,47,F,3,College,Married,Less than $40K,Blue,35,1781.0,35.8817747823645,MonthsOnBookCategory,high
714684933,Attrited Customer,40,F,1,Uneducated,Married,Less than $40K,Blue,28,3680.0,35.8817747823645,MonthsOnBookCategory,high
720742083,Attrited Customer,48,F,4,Not specified,Married,Less than $40K,Blue,36,2740.0,35.8817747823645,MonthsOnBookCategory,high
772310958,Existing Customer,42,F,2,Graduate,Married,Less than $40K,Blue,31,4311.0,35.8817747823645,MonthsOnBookCategory,high
715343883,Existing Customer,42,F,3,High School,Single,Less than $40K,Blue,32,1931.0,35.8817747823645,MonthsOnBookCategory,high
720470133,Existing Customer,59,M,0,Graduate,Single,Less than $40K,Blue,36,3604.0,35.8817747823645,MonthsOnBookCategory,high
710420133,Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,34,2190.0,35.8817747823645,MonthsOnBookCategory,high
720933408,Existing Customer,56,F,2,Uneducated,Not specified,Less than $40K,Blue,36,8438.0,35.8817747823645,MonthsOnBookCategory,high
716304483,Existing Customer,46,F,3,High School,Married,$40K - $60K,Blue,36,3413.0,35.8731843575419,MonthsOnBookCategory,high
719534058,Existing Customer,26,F,0,Graduate,Not specified,Less than $40K,Blue,14,2163.0,35.8817747823645,MonthsOnBookCategory,medium
710515308,Existing Customer,42,F,1,Graduate,Single,Less than $40K,Blue,36,3595.0,35.8817747823645,MonthsOnBookCategory,high
797241108,Existing Customer,47,M,1,Graduate,Married,$120K +,Blue,41,9036.0,36.89133425034388,MonthsOnBookCategory,high
708884658,Existing Customer,48,F,2,Graduate,Married,Less than $40K,Blue,31,2315.0,35.8817747823645,MonthsOnBookCategory,high
794475483,Existing Customer,44,M,4,Uneducated,Married,$80K - $120K,Silver,27,34516.0,36.074267100977195,MonthsOnBookCategory,high
714315858,Existing Customer,56,F,3,High School,Married,Less than $40K,Blue,37,4008.0,35.8817747823645,MonthsOnBookCategory,high
717217983,Existing Customer,43,F,3,Graduate,Married,Less than $40K,Blue,30,3143.0,35.8817747823645,MonthsOnBookCategory,high
721124658,Attrited Customer,40,M,3,Uneducated,Single,$80K - $120K,Blue,27,3427.0,36.074267100977195,MonthsOnBookCategory,high
716753058,Existing Customer,38,F,3,Graduate,Single,Less than $40K,Blue,28,2699.0,35.8817747823645,MonthsOnBookCategory,high
711069483,Existing Customer,40,F,2,Graduate,Single,Less than $40K,Blue,36,1538.0,35.8817747823645,MonthsOnBookCategory,high
708478233,Existing Customer,48,F,3,Graduate,Married,$40K - $60K,Blue,36,5573.0,35.8731843575419,MonthsOnBookCategory,high
710783358,Existing Customer,46,M,3,High School,Not specified,$80K - $120K,Blue,35,2570.0,36.074267100977195,MonthsOnBookCategory,high
713710383,Existing Customer,43,M,2,High School,Not specified,$80K - $120K,Blue,30,18008.0,36.074267100977195,MonthsOnBookCategory,high
720815208,Attrited Customer,52,M,0,High School,Single,$120K +,Blue,39,34516.0,36.89133425034388,MonthsOnBookCategory,high
721338783,Existing Customer,49,F,4,Uneducated,Married,Unknown,Blue,36,13483.0,35.75359712230216,MonthsOnBookCategory,high
714121983,Existing Customer,49,F,3,Graduate,Single,Unknown,Blue,42,4349.0,35.75359712230216,MonthsOnBookCategory,high
715061733,Existing Customer,42,M,3,College,Single,$60K - $80K,Blue,36,11698.0,35.59700427960057,MonthsOnBookCategory,high
720520308,Attrited Customer,46,F,4,Graduate,Married,Less than $40K,Blue,28,8318.0,35.8817747823645,MonthsOnBookCategory,high
806908608,Existing Customer,46,F,2,Not specified,Married,Less than $40K,Blue,41,1438.3,35.8817747823645,MonthsOnBookCategory,high
798972183,Attrited Customer,49,F,2,Not specified,Single,$40K - $60K,Blue,43,1643.0,35.8731843575419,MonthsOnBookCategory,high
715030308,Existing Customer,42,M,4,Graduate,Married,$40K - $60K,Blue,27,1503.0,35.8731843575419,MonthsOnBookCategory,high
708244458,Existing Customer,47,F,2,Not specified,Married,Less than $40K,Blue,35,2793.0,35.8817747823645,MonthsOnBookCategory,high
789479058,Existing Customer,45,F,4,College,Divorced,$40K - $60K,Blue,37,1438.3,35.8731843575419,MonthsOnBookCategory,high
784998108,Existing Customer,33,M,3,High School,Married,$80K - $120K,Blue,22,9094.0,36.074267100977195,MonthsOnBookCategory,medium
711808383,Existing Customer,50,M,3,Graduate,Divorced,$60K - $80K,Blue,39,6362.0,35.59700427960057,MonthsOnBookCategory,high
770839608,Existing Customer,60,F,1,Not specified,Single,Less than $40K,Blue,47,2394.0,35.8817747823645,MonthsOnBookCategory,high
713866308,Existing Customer,45,M,4,Not specified,Single,$60K - $80K,Blue,36,15100.0,35.59700427960057,MonthsOnBookCategory,high
714250908,Attrited Customer,53,F,2,Graduate,Married,Less than $40K,Blue,47,2927.0,35.8817747823645,MonthsOnBookCategory,high
739317558,Existing Customer,48,M,5,Graduate,Married,$80K - $120K,Blue,35,9030.0,36.074267100977195,MonthsOnBookCategory,high
718702908,Existing Customer,53,F,2,Not specified,Single,Less than $40K,Blue,36,1543.0,35.8817747823645,MonthsOnBookCategory,high
720644883,Existing Customer,53,F,1,College,Married,Unknown,Blue,40,4941.0,35.75359712230216,MonthsOnBookCategory,high
717182883,Existing Customer,33,F,1,High School,Married,Unknown,Blue,36,2279.0,35.75359712230216,MonthsOnBookCategory,high
719384433,Attrited Customer,44,F,3,High School,Divorced,Less than $40K,Blue,28,1877.0,35.8817747823645,MonthsOnBookCategory,high
787301208,Existing Customer,52,M,2,Uneducated,Divorced,$40K - $60K,Blue,46,1438.3,35.8731843575419,MonthsOnBookCategory,high
720924633,Existing Customer,40,F,5,Graduate,Not specified,Less than $40K,Blue,27,1438.3,35.8817747823645,MonthsOnBookCategory,high
721316358,Existing Customer,41,M,3,High School,Married,$60K - $80K,Blue,28,9577.0,35.59700427960057,MonthsOnBookCategory,high
716118633,Existing Customer,43,M,2,Post-Graduate,Divorced,$60K - $80K,Blue,36,5427.0,35.59700427960057,MonthsOnBookCategory,high
789880533,Attrited Customer,46,F,4,Graduate,Single,$40K - $60K,Blue,36,5913.0,35.8731843575419,MonthsOnBookCategory,high
711221958,Attrited Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,26,2867.0,35.8731843575419,MonthsOnBookCategory,high
715510683,Existing Customer,40,F,1,High School,Single,Less than $40K,Blue,29,2506.0,35.8817747823645,MonthsOnBookCategory,high
718689258,Existing Customer,39,F,2,Doctorate,Married,$40K - $60K,Blue,29,1693.0,35.8731843575419,MonthsOnBookCategory,high
716368008,Attrited Customer,54,F,1,Graduate,Married,Unknown,Blue,36,3137.0,35.75359712230216,MonthsOnBookCategory,high
712092783,Attrited Customer,47,F,3,Doctorate,Single,Less than $40K,Blue,40,2437.0,35.8817747823645,MonthsOnBookCategory,high
789541458,Existing Customer,35,F,1,High School,Married,Less than $40K,Blue,28,1438.3,35.8817747823645,MonthsOnBookCategory,high
719539458,Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,41,3913.0,35.8817747823645,MonthsOnBookCategory,high
713082708,Existing Customer,41,F,2,High School,Married,Less than $40K,Blue,36,4953.0,35.8817747823645,MonthsOnBookCategory,high
794665608,Existing Customer,48,F,3,Graduate,Single,$40K - $60K,Blue,33,5724.0,35.8731843575419,MonthsOnBookCategory,high
712827258,Existing Customer,37,M,3,Uneducated,Married,$40K - $60K,Blue,25,1438.3,35.8731843575419,MonthsOnBookCategory,high
714525633,Existing Customer,55,F,2,Not specified,Single,Less than $40K,Blue,36,1886.0,35.8817747823645,MonthsOnBookCategory,high
708726708,Attrited Customer,42,F,3,Graduate,Single,$40K - $60K,Blue,36,1451.0,35.8731843575419,MonthsOnBookCategory,high
768498258,Existing Customer,47,F,1,High School,Married,Unknown,Blue,41,2950.0,35.75359712230216,MonthsOnBookCategory,high
712767858,Attrited Customer,42,F,0,College,Single,$40K - $60K,Blue,30,1438.3,35.8731843575419,MonthsOnBookCategory,high
709231683,Existing Customer,36,F,2,Graduate,Not specified,$40K - $60K,Blue,23,2024.0,35.8731843575419,MonthsOnBookCategory,medium
712445583,Attrited Customer,33,F,0,College,Single,Unknown,Blue,15,2299.0,35.75359712230216,MonthsOnBookCategory,medium
711461658,Existing Customer,47,M,1,High School,Married,$40K - $60K,Blue,29,3291.0,35.8731843575419,MonthsOnBookCategory,high
713891133,Attrited Customer,41,F,2,Not specified,Single,Less than $40K,Blue,36,1438.3,35.8817747823645,MonthsOnBookCategory,high
710074458,Existing Customer,41,F,5,High School,Divorced,Less than $40K,Blue,34,2137.0,35.8817747823645,MonthsOnBookCategory,high
779279883,Attrited Customer,60,F,2,High School,Married,Less than $40K,Blue,42,1438.3,35.8817747823645,MonthsOnBookCategory,high
719674533,Existing Customer,48,M,3,Not specified,Single,$80K - $120K,Blue,44,16794.0,36.074267100977195,MonthsOnBookCategory,high
716535408,Existing Customer,43,M,3,Not specified,Married,$40K - $60K,Blue,32,12219.0,35.8731843575419,MonthsOnBookCategory,high
710319108,Existing Customer,54,F,2,High School,Married,Less than $40K,Blue,47,1804.0,35.8817747823645,MonthsOnBookCategory,high
714777858,Existing Customer,60,F,2,Not specified,Married,Less than $40K,Blue,36,2343.0,35.8817747823645,MonthsOnBookCategory,high
769974258,Existing Customer,44,M,3,Post-Graduate,Single,$80K - $120K,Blue,38,19724.0,36.074267100977195,MonthsOnBookCategory,high
717819633,Existing Customer,49,F,3,Uneducated,Married,Less than $40K,Blue,42,3949.0,35.8817747823645,MonthsOnBookCategory,high
712953483,Attrited Customer,64,F,0,Graduate,Single,Less than $40K,Blue,36,1682.0,35.8817747823645,MonthsOnBookCategory,high
779029458,Attrited Customer,54,F,1,Post-Graduate,Single,Less than $40K,Blue,35,1724.0,35.8817747823645,MonthsOnBookCategory,high
721321383,Existing Customer,50,F,3,Doctorate,Married,Less than $40K,Blue,41,2372.0,35.8817747823645,MonthsOnBookCategory,high
716973333,Existing Customer,40,M,3,Uneducated,Married,$120K +,Blue,28,4642.0,36.89133425034388,MonthsOnBookCategory,high
709946658,Existing Customer,49,F,4,College,Single,$40K - $60K,Blue,30,2765.0,35.8731843575419,MonthsOnBookCategory,high
709243533,Existing Customer,49,F,2,Not specified,Single,Less than $40K,Blue,41,2555.0,35.8817747823645,MonthsOnBookCategory,high
709999308,Existing Customer,51,M,3,Uneducated,Married,$80K - $120K,Blue,40,3150.0,36.074267100977195,MonthsOnBookCategory,high
712389108,Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,36,2570.0,35.8817747823645,MonthsOnBookCategory,high
712305333,Existing Customer,59,M,0,Graduate,Single,$60K - $80K,Blue,53,4386.0,35.59700427960057,MonthsOnBookCategory,high
812785158,Existing Customer,42,M,4,Uneducated,Married,Less than $40K,Blue,37,2411.0,35.8817747823645,MonthsOnBookCategory,high
765459858,Attrited Customer,47,M,3,Graduate,Divorced,Less than $40K,Blue,40,6397.0,35.8817747823645,MonthsOnBookCategory,high
714894708,Attrited Customer,53,M,1,Uneducated,Not specified,$120K +,Blue,45,23958.0,36.89133425034388,MonthsOnBookCategory,high
711296508,Existing Customer,49,F,3,Graduate,Single,Less than $40K,Blue,42,2608.0,35.8817747823645,MonthsOnBookCategory,high
795713058,Existing Customer,45,M,3,Post-Graduate,Married,$40K - $60K,Blue,39,4409.0,35.8731843575419,MonthsOnBookCategory,high
789487308,Existing Customer,48,M,2,Doctorate,Single,$60K - $80K,Blue,39,10033.0,35.59700427960057,MonthsOnBookCategory,high
720130233,Attrited Customer,48,M,2,High School,Single,$60K - $80K,Blue,36,1641.0,35.59700427960057,MonthsOnBookCategory,high
789047208,Existing Customer,57,F,2,High School,Single,Less than $40K,Blue,45,2454.0,35.8817747823645,MonthsOnBookCategory,high
715864983,Existing Customer,56,F,2,High School,Married,Less than $40K,Blue,43,1978.0,35.8817747823645,MonthsOnBookCategory,high
708765933,Existing Customer,46,M,2,Post-Graduate,Married,$60K - $80K,Blue,36,5464.0,35.59700427960057,MonthsOnBookCategory,high
809320908,Existing Customer,42,M,3,High School,Single,$60K - $80K,Blue,37,5951.0,35.59700427960057,MonthsOnBookCategory,high
779324358,Existing Customer,49,F,2,Uneducated,Single,Less than $40K,Blue,31,2381.0,35.8817747823645,MonthsOnBookCategory,high
713730108,Existing Customer,48,M,4,Post-Graduate,Divorced,$60K - $80K,Blue,38,11596.0,35.59700427960057,MonthsOnBookCategory,high
711783483,Existing Customer,55,F,3,Post-Graduate,Single,$40K - $60K,Blue,46,5162.0,35.8731843575419,MonthsOnBookCategory,high
719294433,Existing Customer,63,F,1,Uneducated,Single,Unknown,Blue,55,16312.0,35.75359712230216,MonthsOnBookCategory,high
718279008,Attrited Customer,44,M,3,High School,Single,$60K - $80K,Silver,36,25276.0,35.59700427960057,MonthsOnBookCategory,high
721238508,Existing Customer,38,F,3,High School,Single,Less than $40K,Blue,26,1939.0,35.8817747823645,MonthsOnBookCategory,high
709365483,Existing Customer,45,F,2,Doctorate,Divorced,$40K - $60K,Blue,36,2788.0,35.8731843575419,MonthsOnBookCategory,high
718477983,Existing Customer,54,F,3,High School,Married,Less than $40K,Blue,42,1438.3,35.8817747823645,MonthsOnBookCategory,high
719809533,Existing Customer,59,F,0,Not specified,Married,Less than $40K,Blue,36,2448.0,35.8817747823645,MonthsOnBookCategory,high
717239133,Existing Customer,52,F,1,College,Married,Unknown,Blue,40,10317.0,35.75359712230216,MonthsOnBookCategory,high
814091058,Attrited Customer,38,F,1,College,Single,Less than $40K,Blue,33,3119.0,35.8817747823645,MonthsOnBookCategory,high
710555433,Attrited Customer,42,F,4,Graduate,Single,Less than $40K,Blue,36,2803.0,35.8817747823645,MonthsOnBookCategory,high
770956158,Existing Customer,43,F,4,Graduate,Not specified,Less than $40K,Blue,30,2397.0,35.8817747823645,MonthsOnBookCategory,high
718263108,Attrited Customer,44,F,3,Not specified,Divorced,Less than $40K,Blue,32,1693.0,35.8817747823645,MonthsOnBookCategory,high
715984908,Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Blue,36,2866.0,36.074267100977195,MonthsOnBookCategory,high
711020358,Existing Customer,52,F,3,Uneducated,Not specified,$40K - $60K,Blue,36,2498.0,35.8731843575419,MonthsOnBookCategory,high
788769783,Existing Customer,42,F,4,College,Divorced,Less than $40K,Blue,23,1878.0,35.8817747823645,MonthsOnBookCategory,medium
715496808,Existing Customer,53,F,1,Graduate,Married,$40K - $60K,Blue,36,2712.0,35.8731843575419,MonthsOnBookCategory,high
779931783,Attrited Customer,52,M,2,High School,Single,$120K +,Blue,38,34516.0,36.89133425034388,MonthsOnBookCategory,high
818763033,Existing Customer,34,F,3,Graduate,Married,$40K - $60K,Blue,29,6169.0,35.8731843575419,MonthsOnBookCategory,high
711953358,Existing Customer,51,M,2,Graduate,Married,$80K - $120K,Blue,35,6205.0,36.074267100977195,MonthsOnBookCategory,high
716485308,Existing Customer,43,F,2,Not specified,Not specified,Less than $40K,Blue,36,1780.0,35.8817747823645,MonthsOnBookCategory,high
716432658,Existing Customer,48,F,3,High School,Married,Less than $40K,Blue,36,1438.3,35.8817747823645,MonthsOnBookCategory,high
712691883,Attrited Customer,41,F,2,High School,Married,Less than $40K,Blue,36,2811.0,35.8817747823645,MonthsOnBookCategory,high
712611108,Attrited Customer,59,F,1,Not specified,Single,Less than $40K,Blue,53,7501.0,35.8817747823645,MonthsOnBookCategory,high
716245833,Existing Customer,62,M,1,Graduate,Not specified,Less than $40K,Blue,36,2856.0,35.8817747823645,MonthsOnBookCategory,high
780052008,Existing Customer,37,M,3,Not specified,Single,$80K - $120K,Blue,22,29898.0,36.074267100977195,MonthsOnBookCategory,medium
709759908,Existing Customer,46,M,2,Graduate,Married,$60K - $80K,Blue,36,1939.0,35.59700427960057,MonthsOnBookCategory,high
788667408,Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,21,2965.0,35.8817747823645,MonthsOnBookCategory,medium
