CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Credit_limit,Credit_Utilization_rate
748827033,Existing Customer,44,M,3,Graduate,Divorced,$60K - $80K,Blue,37,5,2,3,3290.0,0,3327.0,0.0
712591983,Existing Customer,52,F,5,Graduate,Single,$40K - $60K,Blue,41,4,2,3,3035.0,1960,3076.0,64.57990115321252
712181658,Existing Customer,37,F,2,Graduate,Single,$40K - $60K,Blue,36,4,3,1,2407.0,1552,2443.0,64.47860407145825
712297683,Attrited Customer,47,F,3,College,Married,Less than $40K,Blue,35,6,3,2,1781.0,0,1816.0,0.0
714684933,Attrited Customer,40,F,1,Uneducated,Married,Less than $40K,Blue,28,5,2,3,3680.0,0,3708.0,0.0
720742083,Attrited Customer,48,F,4,Unknown,Married,Less than $40K,Blue,36,4,3,3,2740.0,2425,2776.0,88.5036496350365
772310958,Existing Customer,42,F,2,Graduate,Married,Less than $40K,Blue,31,4,6,3,4311.0,822,4342.0,19.067501739735558
715343883,Existing Customer,42,F,3,High School,Single,Less than $40K,Blue,32,5,3,3,1931.0,1297,1963.0,67.16727084412221
720470133,Existing Customer,59,M,0,Graduate,Single,Less than $40K,Blue,36,5,3,3,3604.0,1483,3640.0,41.14872364039955
710420133,Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,34,6,2,2,2190.0,0,2224.0,0.0
720933408,Existing Customer,56,F,2,Uneducated,Unknown,Less than $40K,Blue,36,3,1,2,8438.0,1825,8474.0,21.628347949751124
716304483,Existing Customer,46,F,3,High School,Married,$40K - $60K,Blue,36,3,2,3,3413.0,2372,3449.0,69.49897450922941
719534058,Existing Customer,26,F,0,Graduate,Unknown,Less than $40K,Blue,14,3,2,1,2163.0,1942,2177.0,89.78270920018493
710515308,Existing Customer,42,F,1,Graduate,Single,Less than $40K,Blue,36,4,3,1,3595.0,1904,3631.0,52.9624478442281
797241108,Existing Customer,47,M,1,Graduate,Married,$120K +,Blue,41,5,3,3,9036.0,1080,9077.0,11.952191235059761
708884658,Existing Customer,48,F,2,Graduate,Married,Less than $40K,Blue,31,5,1,1,2315.0,1565,2346.0,67.60259179265658
794475483,Existing Customer,44,M,4,Uneducated,Married,$80K - $120K,Silver,27,4,3,2,34516.0,1043,34543.0,3.0217869973345692
714315858,Existing Customer,56,F,3,High School,Married,Less than $40K,Blue,37,6,1,3,4008.0,1650,4045.0,41.16766467065868
717217983,Existing Customer,43,F,3,Graduate,Married,Less than $40K,Blue,30,6,2,3,3143.0,2517,3173.0,80.08272351256761
721124658,Attrited Customer,40,M,3,Uneducated,Single,$80K - $120K,Blue,27,4,2,3,3427.0,0,3454.0,0.0
716753058,Existing Customer,38,F,3,Graduate,Single,Less than $40K,Blue,28,6,2,2,2699.0,564,2727.0,20.896628380881808
711069483,Existing Customer,40,F,2,Graduate,Single,Less than $40K,Blue,36,6,2,2,1538.0,0,1574.0,0.0
708478233,Existing Customer,48,F,3,Graduate,Married,$40K - $60K,Blue,36,4,2,2,5573.0,1238,5609.0,22.21424726359232
710783358,Existing Customer,46,M,3,High School,Unknown,$80K - $120K,Blue,35,5,3,2,2570.0,1764,2605.0,68.63813229571984
713710383,Existing Customer,43,M,2,High School,Unknown,$80K - $120K,Blue,30,4,2,1,18008.0,2517,18038.0,13.977121279431366
720815208,Attrited Customer,52,M,0,High School,Single,$120K +,Blue,39,5,3,3,34516.0,216,34555.0,0.6257967319503999
721338783,Existing Customer,49,F,4,Uneducated,Married,Unknown,Blue,36,3,2,3,13483.0,2517,13519.0,18.667952236149223
714121983,Existing Customer,49,F,3,Graduate,Single,Unknown,Blue,42,4,2,3,4349.0,1400,4391.0,32.191308346746375
715061733,Existing Customer,42,M,3,College,Single,$60K - $80K,Blue,36,4,1,3,11698.0,1060,11734.0,9.061378013335613
720520308,Attrited Customer,46,F,4,Graduate,Married,Less than $40K,Blue,28,4,2,3,8318.0,2517,8346.0,30.259677807165186
806908608,Existing Customer,46,F,2,Unknown,Married,Less than $40K,Blue,41,5,2,3,1438.3,0,1479.3,0.0
798972183,Attrited Customer,49,F,2,Unknown,Single,$40K - $60K,Blue,43,1,3,2,1643.0,526,1686.0,32.01460742544127
715030308,Existing Customer,42,M,4,Graduate,Married,$40K - $60K,Blue,27,5,1,2,1503.0,929,1530.0,61.80971390552229
708244458,Existing Customer,47,F,2,Unknown,Married,Less than $40K,Blue,35,3,3,2,2793.0,1517,2828.0,54.314357321876116
789479058,Existing Customer,45,F,4,College,Divorced,$40K - $60K,Blue,37,5,3,3,1438.3,0,1475.3,0.0
784998108,Existing Customer,33,M,3,High School,Married,$80K - $120K,Blue,22,5,3,2,9094.0,0,9116.0,0.0
711808383,Existing Customer,50,M,3,Graduate,Divorced,$60K - $80K,Blue,39,5,1,3,6362.0,1709,6401.0,26.86262181703867
770839608,Existing Customer,60,F,1,Unknown,Single,Less than $40K,Blue,47,6,1,1,2394.0,1427,2441.0,59.60735171261488
713866308,Existing Customer,45,M,4,Unknown,Single,$60K - $80K,Blue,36,5,2,1,15100.0,2004,15136.0,13.271523178807948
714250908,Attrited Customer,53,F,2,Graduate,Married,Less than $40K,Blue,47,3,4,2,2927.0,2517,2974.0,85.99248377177999
739317558,Existing Customer,48,M,5,Graduate,Married,$80K - $120K,Blue,35,4,3,3,9030.0,2369,9065.0,26.234772978959025
718702908,Existing Customer,53,F,2,Unknown,Single,Less than $40K,Blue,36,6,2,1,1543.0,1041,1579.0,67.46597537265068
720644883,Existing Customer,53,F,1,College,Married,Unknown,Blue,40,3,2,1,4941.0,1867,4981.0,37.785873304998994
717182883,Existing Customer,33,F,1,High School,Married,Unknown,Blue,36,3,2,2,2279.0,1432,2315.0,62.83457656867048
719384433,Attrited Customer,44,F,3,High School,Divorced,Less than $40K,Blue,28,5,2,3,1877.0,1203,1905.0,64.09163558870537
787301208,Existing Customer,52,M,2,Uneducated,Divorced,$40K - $60K,Blue,46,5,1,1,1438.3,0,1484.3,0.0
720924633,Existing Customer,40,F,5,Graduate,Unknown,Less than $40K,Blue,27,4,2,1,1438.3,0,1465.3,0.0
721316358,Existing Customer,41,M,3,High School,Married,$60K - $80K,Blue,28,5,1,1,9577.0,632,9605.0,6.599143781977655
716118633,Existing Customer,43,M,2,Post-Graduate,Divorced,$60K - $80K,Blue,36,6,1,1,5427.0,2177,5463.0,40.11424359683066
789880533,Attrited Customer,46,F,4,Graduate,Single,$40K - $60K,Blue,36,5,3,4,5913.0,1651,5949.0,27.921528834770843
711221958,Attrited Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,26,3,2,2,2867.0,0,2893.0,0.0
715510683,Existing Customer,40,F,1,High School,Single,Less than $40K,Blue,29,3,2,2,2506.0,1362,2535.0,54.349561053471675
718689258,Existing Customer,39,F,2,Doctorate,Married,$40K - $60K,Blue,29,5,2,3,1693.0,1101,1722.0,65.03248670998228
716368008,Attrited Customer,54,F,1,Graduate,Married,Unknown,Blue,36,4,2,2,3137.0,959,3173.0,30.570608861970033
712092783,Attrited Customer,47,F,3,Doctorate,Single,Less than $40K,Blue,40,6,2,3,2437.0,0,2477.0,0.0
789541458,Existing Customer,35,F,1,High School,Married,Less than $40K,Blue,28,6,0,2,1438.3,977,1466.3,67.92741430855872
719539458,Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,41,5,3,3,3913.0,0,3954.0,0.0
713082708,Existing Customer,41,F,2,High School,Married,Less than $40K,Blue,36,6,2,2,4953.0,991,4989.0,20.008075913587724
794665608,Existing Customer,48,F,3,Graduate,Single,$40K - $60K,Blue,33,4,2,3,5724.0,582,5757.0,10.167714884696016
712827258,Existing Customer,37,M,3,Uneducated,Married,$40K - $60K,Blue,25,5,0,3,1438.3,0,1463.3,0.0
714525633,Existing Customer,55,F,2,Unknown,Single,Less than $40K,Blue,36,3,3,2,1886.0,1023,1922.0,54.241781548250266
708726708,Attrited Customer,42,F,3,Graduate,Single,$40K - $60K,Blue,36,6,2,3,1451.0,599,1487.0,41.28187456926258
768498258,Existing Customer,47,F,1,High School,Married,Unknown,Blue,41,3,2,3,2950.0,1642,2991.0,55.66101694915254
712767858,Attrited Customer,42,F,0,College,Single,$40K - $60K,Blue,30,5,2,3,1438.3,1223,1468.3,85.03093930334423
709231683,Existing Customer,36,F,2,Graduate,Unknown,$40K - $60K,Blue,23,6,2,3,2024.0,901,2047.0,44.515810276679844
712445583,Attrited Customer,33,F,0,College,Single,Unknown,Blue,15,3,1,4,2299.0,0,2314.0,0.0
711461658,Existing Customer,47,M,1,High School,Married,$40K - $60K,Blue,29,5,3,2,3291.0,1197,3320.0,36.37192342752963
713891133,Attrited Customer,41,F,2,Unknown,Single,Less than $40K,Blue,36,3,2,2,1438.3,834,1474.3,57.98512132378503
710074458,Existing Customer,41,F,5,High School,Divorced,Less than $40K,Blue,34,3,1,3,2137.0,996,2171.0,46.60739354234909
779279883,Attrited Customer,60,F,2,High School,Married,Less than $40K,Blue,42,3,3,2,1438.3,0,1480.3,0.0
719674533,Existing Customer,48,M,3,Unknown,Single,$80K - $120K,Blue,44,5,1,3,16794.0,1527,16838.0,9.092533047516971
716535408,Existing Customer,43,M,3,Unknown,Married,$40K - $60K,Blue,32,3,1,3,12219.0,1462,12251.0,11.964972583681153
710319108,Existing Customer,54,F,2,High School,Married,Less than $40K,Blue,47,4,2,3,1804.0,1298,1851.0,71.95121951219512
714777858,Existing Customer,60,F,2,Unknown,Married,Less than $40K,Blue,36,6,3,2,2343.0,2066,2379.0,88.17755014938113
769974258,Existing Customer,44,M,3,Post-Graduate,Single,$80K - $120K,Blue,38,5,2,3,19724.0,0,19762.0,0.0
717819633,Existing Customer,49,F,3,Uneducated,Married,Less than $40K,Blue,42,6,1,2,3949.0,1463,3991.0,37.04735376044568
712953483,Attrited Customer,64,F,0,Graduate,Single,Less than $40K,Blue,36,1,3,4,1682.0,0,1718.0,0.0
779029458,Attrited Customer,54,F,1,Post-Graduate,Single,Less than $40K,Blue,35,4,3,3,1724.0,0,1759.0,0.0
721321383,Existing Customer,50,F,3,Doctorate,Married,Less than $40K,Blue,41,3,3,2,2372.0,1148,2413.0,48.397976391231026
716973333,Existing Customer,40,M,3,Uneducated,Married,$120K +,Blue,28,3,3,2,4642.0,1676,4670.0,36.10512710038776
709946658,Existing Customer,49,F,4,College,Single,$40K - $60K,Blue,30,5,3,3,2765.0,1211,2795.0,43.79746835443038
709243533,Existing Customer,49,F,2,Unknown,Single,Less than $40K,Blue,41,5,3,2,2555.0,1815,2596.0,71.0371819960861
709999308,Existing Customer,51,M,3,Uneducated,Married,$80K - $120K,Blue,40,3,2,2,3150.0,0,3190.0,0.0
712389108,Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,36,6,3,2,2570.0,2107,2606.0,81.98443579766537
712305333,Existing Customer,59,M,0,Graduate,Single,$60K - $80K,Blue,53,4,2,2,4386.0,2505,4439.0,57.11354309165527
812785158,Existing Customer,42,M,4,Uneducated,Married,Less than $40K,Blue,37,4,3,2,2411.0,1797,2448.0,74.53338863542098
765459858,Attrited Customer,47,M,3,Graduate,Divorced,Less than $40K,Blue,40,4,4,3,6397.0,0,6437.0,0.0
714894708,Attrited Customer,53,M,1,Uneducated,Unknown,$120K +,Blue,45,4,4,2,23958.0,2517,24003.0,10.505885299273729
711296508,Existing Customer,49,F,3,Graduate,Single,Less than $40K,Blue,42,5,2,3,2608.0,2455,2650.0,94.13343558282209
795713058,Existing Customer,45,M,3,Post-Graduate,Married,$40K - $60K,Blue,39,3,1,2,4409.0,1753,4448.0,39.759582671807664
789487308,Existing Customer,48,M,2,Doctorate,Single,$60K - $80K,Blue,39,3,2,2,10033.0,0,10072.0,0.0
720130233,Attrited Customer,48,M,2,High School,Single,$60K - $80K,Blue,36,4,3,1,1641.0,0,1677.0,0.0
789047208,Existing Customer,57,F,2,High School,Single,Less than $40K,Blue,45,4,1,3,2454.0,1610,2499.0,65.60717196414018
715864983,Existing Customer,56,F,2,High School,Married,Less than $40K,Blue,43,5,2,2,1978.0,0,2021.0,0.0
708765933,Existing Customer,46,M,2,Post-Graduate,Married,$60K - $80K,Blue,36,3,2,2,5464.0,887,5500.0,16.233528550512442
809320908,Existing Customer,42,M,3,High School,Single,$60K - $80K,Blue,37,3,3,3,5951.0,0,5988.0,0.0
779324358,Existing Customer,49,F,2,Uneducated,Single,Less than $40K,Blue,31,6,1,3,2381.0,1603,2412.0,67.32465350692986
713730108,Existing Customer,48,M,4,Post-Graduate,Divorced,$60K - $80K,Blue,38,3,2,2,11596.0,1258,11634.0,10.848568471886857
711783483,Existing Customer,55,F,3,Post-Graduate,Single,$40K - $60K,Blue,46,4,3,2,5162.0,984,5208.0,19.0623789228981
719294433,Existing Customer,63,F,1,Uneducated,Single,Unknown,Blue,55,4,3,1,16312.0,520,16367.0,3.1878371750858268
718279008,Attrited Customer,44,M,3,High School,Single,$60K - $80K,Silver,36,5,2,3,25276.0,0,25312.0,0.0
721238508,Existing Customer,38,F,3,High School,Single,Less than $40K,Blue,26,3,3,3,1939.0,1484,1965.0,76.53429602888086
709365483,Existing Customer,45,F,2,Doctorate,Divorced,$40K - $60K,Blue,36,5,3,3,2788.0,1826,2824.0,65.49497847919655
718477983,Existing Customer,54,F,3,High School,Married,Less than $40K,Blue,42,4,2,3,1438.3,1108,1480.3,77.03538900090385
719809533,Existing Customer,59,F,0,Unknown,Married,Less than $40K,Blue,36,6,1,4,2448.0,1969,2484.0,80.43300653594771
717239133,Existing Customer,52,F,1,College,Married,Unknown,Blue,40,5,3,1,10317.0,642,10357.0,6.222739168362896
814091058,Attrited Customer,38,F,1,College,Single,Less than $40K,Blue,33,6,2,3,3119.0,2517,3152.0,80.69894196857967
710555433,Attrited Customer,42,F,4,Graduate,Single,Less than $40K,Blue,36,6,2,2,2803.0,0,2839.0,0.0
770956158,Existing Customer,43,F,4,Graduate,Unknown,Less than $40K,Blue,30,3,2,1,2397.0,2151,2427.0,89.73717146433042
718263108,Attrited Customer,44,F,3,Unknown,Divorced,Less than $40K,Blue,32,3,3,2,1693.0,1457,1725.0,86.06024808033077
715984908,Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Blue,36,4,3,2,2866.0,1882,2902.0,65.66643405443126
711020358,Existing Customer,52,F,3,Uneducated,Unknown,$40K - $60K,Blue,36,5,2,2,2498.0,1650,2534.0,66.05284227381905
788769783,Existing Customer,42,F,4,College,Divorced,Less than $40K,Blue,23,6,1,3,1878.0,1024,1901.0,54.526091586794465
715496808,Existing Customer,53,F,1,Graduate,Married,$40K - $60K,Blue,36,6,3,3,2712.0,2487,2748.0,91.70353982300885
779931783,Attrited Customer,52,M,2,High School,Single,$120K +,Blue,38,6,3,3,34516.0,0,34554.0,0.0
818763033,Existing Customer,34,F,3,Graduate,Married,$40K - $60K,Blue,29,6,1,1,6169.0,2517,6198.0,40.800778083968225
711953358,Existing Customer,51,M,2,Graduate,Married,$80K - $120K,Blue,35,4,2,2,6205.0,2264,6240.0,36.4867042707494
716485308,Existing Customer,43,F,2,Unknown,Unknown,Less than $40K,Blue,36,4,3,3,1780.0,1541,1816.0,86.57303370786516
716432658,Existing Customer,48,F,3,High School,Married,Less than $40K,Blue,36,5,2,1,1438.3,0,1474.3,0.0
712691883,Attrited Customer,41,F,2,High School,Married,Less than $40K,Blue,36,3,2,2,2811.0,2404,2847.0,85.52116684453931
712611108,Attrited Customer,59,F,1,Unknown,Single,Less than $40K,Blue,53,5,6,2,7501.0,2517,7554.0,33.55552592987602
716245833,Existing Customer,62,M,1,Graduate,Unknown,Less than $40K,Blue,36,6,3,2,2856.0,2517,2892.0,88.13025210084034
780052008,Existing Customer,37,M,3,Unknown,Single,$80K - $120K,Blue,22,4,2,2,29898.0,1414,29920.0,4.729413338684862
709759908,Existing Customer,46,M,2,Graduate,Married,$60K - $80K,Blue,36,4,2,2,1939.0,685,1975.0,35.327488396080454
788667408,Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,21,6,1,1,2965.0,1819,2986.0,61.34907251264755
721449408,Existing Customer,40,F,4,Unknown,Single,Less than $40K,Blue,25,6,2,1,2812.0,2029,2837.0,72.15504978662874
708316008,Attrited Customer,59,F,1,Graduate,Single,Unknown,Blue,36,3,2,3,10031.0,0,10067.0,0.0
714655758,Existing Customer,62,M,0,Graduate,Divorced,$40K - $60K,Blue,36,6,3,2,4049.0,0,4085.0,0.0
711846183,Attrited Customer,38,F,3,Graduate,Single,$40K - $60K,Blue,26,3,2,3,2669.0,0,2695.0,0.0
720612333,Attrited Customer,44,F,3,College,Single,Less than $40K,Blue,28,6,2,2,1951.0,0,1979.0,0.0
714673833,Existing Customer,59,F,1,Graduate,Single,$40K - $60K,Blue,36,3,3,1,1528.0,0,1564.0,0.0
710525508,Attrited Customer,48,F,2,High School,Married,Less than $40K,Blue,36,6,3,3,1438.3,455,1474.3,31.63456858791629
757854858,Attrited Customer,50,M,2,Unknown,Married,$60K - $80K,Blue,43,4,3,4,3143.0,0,3186.0,0.0
714658233,Existing Customer,46,F,5,High School,Unknown,Less than $40K,Blue,37,4,3,3,1438.3,725,1475.3,50.40673016755892
716381808,Existing Customer,43,M,2,Unknown,Single,$40K - $60K,Blue,36,4,4,1,8406.0,0,8442.0,0.0
720831783,Existing Customer,50,F,0,High School,Unknown,Less than $40K,Blue,36,3,2,1,2242.0,888,2278.0,39.60749330954505
714319233,Attrited Customer,44,M,5,Graduate,Divorced,$60K - $80K,Blue,36,3,3,6,6538.0,0,6574.0,0.0
718178583,Existing Customer,42,F,2,Unknown,Married,Less than $40K,Blue,29,3,3,1,4710.0,1604,4739.0,34.0552016985138
708886533,Existing Customer,50,M,1,Graduate,Single,$120K +,Blue,41,4,1,3,13032.0,1701,13073.0,13.052486187845306
716239383,Existing Customer,45,F,4,High School,Married,Less than $40K,Blue,36,5,2,2,2225.0,0,2261.0,0.0
714672933,Existing Customer,52,F,3,Graduate,Married,$40K - $60K,Blue,36,6,4,2,3143.0,2268,3179.0,72.16035634743875
809954133,Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,44,6,1,3,5013.0,0,5057.0,0.0
714855108,Existing Customer,60,F,0,High School,Married,Less than $40K,Blue,50,6,0,1,3466.0,973,3516.0,28.07270628967109
718730283,Existing Customer,38,F,2,Graduate,Married,Less than $40K,Blue,18,5,3,3,1686.0,1206,1704.0,71.53024911032028
709232808,Attrited Customer,44,F,3,Unknown,Divorced,$40K - $60K,Blue,34,2,3,2,1689.0,0,1723.0,0.0
804428958,Existing Customer,47,M,1,Graduate,Married,$40K - $60K,Blue,42,3,2,1,1626.0,0,1668.0,0.0
711474333,Attrited Customer,57,F,2,Uneducated,Single,Less than $40K,Blue,51,3,5,2,1614.0,0,1665.0,0.0
720070383,Existing Customer,41,F,3,Uneducated,Single,Unknown,Blue,29,6,3,3,2429.0,1966,2458.0,80.93865788390285
720322008,Existing Customer,35,F,2,Unknown,Married,$40K - $60K,Blue,15,4,2,1,1438.3,834,1453.3,57.98512132378503
714527433,Attrited Customer,39,M,4,Graduate,Married,$80K - $120K,Blue,30,5,2,2,17523.0,0,17553.0,0.0
789267633,Existing Customer,54,F,2,College,Married,Less than $40K,Blue,43,3,4,1,2573.0,1760,2616.0,68.40264282938205
714523383,Existing Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,33,3,2,2,2900.0,2122,2933.0,73.17241379310346
713996283,Existing Customer,32,F,2,Post-Graduate,Single,Less than $40K,Blue,36,4,5,1,2352.0,2176,2388.0,92.51700680272108
714557583,Existing Customer,58,F,2,College,Single,Less than $40K,Blue,36,6,4,0,2212.0,1902,2248.0,85.98553345388788
714014733,Attrited Customer,33,M,2,College,Single,$80K - $120K,Blue,36,4,3,2,9642.0,1431,9678.0,14.841319228375854
779065458,Existing Customer,56,M,1,High School,Married,$120K +,Blue,37,4,1,3,9257.0,0,9294.0,0.0
712733958,Attrited Customer,46,F,2,Unknown,Single,Less than $40K,Blue,36,6,3,3,1731.0,0,1767.0,0.0
719231583,Existing Customer,61,M,1,Graduate,Unknown,$60K - $80K,Blue,49,6,2,2,16929.0,1838,16978.0,10.857109102723138
778801608,Existing Customer,50,M,2,College,Married,$80K - $120K,Blue,39,6,4,2,3606.0,1862,3645.0,51.63616195230172
720728133,Existing Customer,44,M,4,Uneducated,Single,$40K - $60K,Blue,33,4,3,3,1714.0,0,1747.0,0.0
718153233,Existing Customer,46,M,3,Uneducated,Married,$80K - $120K,Blue,36,3,2,2,23512.0,1562,23548.0,6.643416127934672
716122008,Attrited Customer,44,F,3,Unknown,Married,Less than $40K,Blue,35,3,3,2,1855.0,0,1890.0,0.0
714960408,Attrited Customer,44,F,3,College,Single,Less than $40K,Blue,34,4,3,1,1605.0,890,1639.0,55.45171339563863
772382283,Attrited Customer,46,F,3,Graduate,Married,Less than $40K,Blue,36,3,3,3,2302.0,1593,2338.0,69.20069504778454
817236708,Existing Customer,42,M,3,Uneducated,Married,$60K - $80K,Blue,25,6,2,3,13546.0,1720,13571.0,12.697475269452237
714266883,Attrited Customer,54,F,4,Post-Graduate,Unknown,Less than $40K,Blue,44,5,3,3,2440.0,503,2484.0,20.614754098360656
792795933,Existing Customer,39,F,1,Graduate,Single,Less than $40K,Blue,30,5,6,2,2669.0,2397,2699.0,89.80891719745223
717219933,Attrited Customer,47,F,3,Unknown,Single,Less than $40K,Blue,35,4,3,6,2402.0,628,2437.0,26.144879267277272
719986758,Attrited Customer,46,F,2,Unknown,Single,$40K - $60K,Blue,33,5,3,6,3001.0,0,3034.0,0.0
712326708,Existing Customer,42,F,2,Unknown,Married,Less than $40K,Blue,31,6,2,3,2552.0,2220,2583.0,86.99059561128527
721505358,Existing Customer,41,F,3,Unknown,Married,Less than $40K,Blue,34,3,6,2,2679.0,2214,2713.0,82.6427771556551
804337233,Existing Customer,45,F,4,High School,Single,Less than $40K,Blue,35,3,2,2,1502.0,0,1537.0,0.0
785351133,Existing Customer,61,F,1,Graduate,Unknown,$40K - $60K,Blue,55,4,3,3,1438.3,0,1493.3,0.0
714034158,Existing Customer,46,F,4,Unknown,Married,Less than $40K,Blue,38,5,2,3,3331.0,1307,3369.0,39.23746622635845
720349983,Existing Customer,32,F,1,Unknown,Divorced,Less than $40K,Blue,19,3,2,1,1438.3,0,1457.3,0.0
720155583,Existing Customer,55,F,2,Unknown,Single,Less than $40K,Blue,39,3,2,3,2426.0,1589,2465.0,65.49876339653751
806140383,Attrited Customer,59,M,2,High School,Single,$80K - $120K,Blue,54,3,2,2,2791.0,2396,2845.0,85.84736653529201
799031958,Existing Customer,49,M,2,Unknown,Unknown,$80K - $120K,Blue,43,5,2,2,18379.0,999,18422.0,5.435551444583492
719556558,Existing Customer,46,M,2,Doctorate,Married,$120K +,Blue,34,6,3,1,3499.0,1759,3533.0,50.271506144612744
771455508,Existing Customer,60,F,0,College,Single,Less than $40K,Blue,48,5,1,3,1438.3,0,1486.3,0.0
712214283,Existing Customer,40,M,2,Graduate,Married,$120K +,Blue,28,6,3,3,18295.0,0,18323.0,0.0
712667058,Existing Customer,39,F,1,Graduate,Single,Less than $40K,Blue,29,4,1,3,1568.0,995,1597.0,63.45663265306123
715393908,Existing Customer,57,F,2,Post-Graduate,Married,Less than $40K,Blue,36,3,0,1,2712.0,1445,2748.0,53.28171091445427
751518633,Attrited Customer,48,M,5,Post-Graduate,Single,$120K +,Silver,41,5,3,1,34516.0,2517,34557.0,7.292270251477576
769100508,Existing Customer,55,F,5,High School,Single,Less than $40K,Blue,49,6,2,1,2177.0,1472,2226.0,67.61598530087277
720582558,Existing Customer,44,F,2,Uneducated,Married,Less than $40K,Blue,34,3,3,1,2296.0,0,2330.0,0.0
710773533,Existing Customer,43,F,3,Post-Graduate,Married,Less than $40K,Blue,35,5,3,3,2435.0,1595,2470.0,65.50308008213553
712395408,Attrited Customer,51,F,3,Graduate,Divorced,Less than $40K,Blue,41,5,3,3,1495.0,691,1536.0,46.220735785953174
818459733,Attrited Customer,41,M,3,Doctorate,Single,$120K +,Blue,26,3,2,2,9220.0,0,9246.0,0.0
708867408,Attrited Customer,52,M,2,High School,Married,$60K - $80K,Blue,40,3,4,2,23128.0,1958,23168.0,8.465928744379108
772457583,Existing Customer,47,F,2,Doctorate,Single,Less than $40K,Blue,37,3,0,1,4254.0,1204,4291.0,28.30277385989657
810271083,Attrited Customer,47,F,3,Unknown,Single,$40K - $60K,Blue,42,1,5,3,14897.0,0,14939.0,0.0
712649058,Existing Customer,54,F,2,Uneducated,Single,Less than $40K,Blue,36,3,2,2,3554.0,0,3590.0,0.0
788737083,Existing Customer,34,F,2,High School,Married,Less than $40K,Blue,13,6,2,2,1798.0,833,1811.0,46.329254727474975
714012258,Existing Customer,44,F,2,College,Single,Less than $40K,Blue,34,3,2,1,2429.0,1687,2463.0,69.45244956772333
757662258,Existing Customer,46,F,4,Graduate,Divorced,$40K - $60K,Blue,39,3,1,1,2477.0,1480,2516.0,59.74969721437222
714388158,Existing Customer,36,F,2,Uneducated,Divorced,Unknown,Blue,36,3,2,1,14304.0,699,14340.0,4.886744966442953
720067083,Existing Customer,30,F,0,High School,Single,Less than $40K,Blue,36,5,1,1,1536.0,801,1572.0,52.1484375
814529508,Existing Customer,39,F,3,High School,Unknown,Unknown,Blue,34,4,3,2,15370.0,686,15404.0,4.46324007807417
794068308,Existing Customer,45,M,4,Unknown,Unknown,$40K - $60K,Gold,39,5,1,2,23981.0,1684,24020.0,7.022225928860348
824812983,Existing Customer,42,M,3,Unknown,Single,$60K - $80K,Blue,38,5,1,1,6318.0,1397,6356.0,22.11142766698322
713396358,Existing Customer,32,F,1,Graduate,Single,Unknown,Blue,13,5,1,3,3558.0,816,3571.0,22.93423271500843
719420883,Attrited Customer,56,F,4,Graduate,Unknown,Less than $40K,Blue,44,5,3,3,1677.0,0,1721.0,0.0
785500533,Existing Customer,53,F,4,Unknown,Married,Less than $40K,Blue,47,3,2,2,2734.0,2085,2781.0,76.2618873445501
712138008,Existing Customer,52,F,2,Graduate,Married,$40K - $60K,Blue,36,5,3,1,2396.0,1663,2432.0,69.40734557595994
709279608,Existing Customer,45,M,4,High School,Married,$80K - $120K,Blue,35,5,2,3,9852.0,2277,9887.0,23.112058465286236
788771733,Existing Customer,49,M,4,High School,Single,$60K - $80K,Blue,30,5,3,3,1579.0,900,1609.0,56.99810006333122
753365883,Attrited Customer,44,F,3,Unknown,Single,Unknown,Blue,37,3,2,3,1900.0,0,1937.0,0.0
770717883,Existing Customer,42,F,2,College,Married,$40K - $60K,Blue,28,6,2,1,1820.0,0,1848.0,0.0
716919633,Existing Customer,58,F,1,Uneducated,Unknown,$40K - $60K,Blue,39,5,1,1,2406.0,0,2445.0,0.0
717915783,Attrited Customer,60,M,0,Unknown,Married,$60K - $80K,Blue,47,5,1,3,4541.0,1037,4588.0,22.83637965205902
720099708,Existing Customer,51,F,4,Unknown,Single,Less than $40K,Blue,43,6,3,2,3124.0,2517,3167.0,80.5697823303457
711004533,Existing Customer,44,F,2,Graduate,Single,Less than $40K,Blue,26,6,3,1,2240.0,1664,2266.0,74.28571428571429
709482633,Existing Customer,43,F,4,Uneducated,Married,$40K - $60K,Blue,31,4,1,3,1773.0,882,1804.0,49.746192893401016
717381183,Existing Customer,27,F,0,Graduate,Married,Less than $40K,Blue,36,3,2,2,1674.0,752,1710.0,44.92234169653525
719716983,Existing Customer,46,F,4,Graduate,Married,Unknown,Blue,39,4,3,3,3257.0,0,3296.0,0.0
711117108,Existing Customer,48,F,3,High School,Married,Unknown,Silver,36,4,2,3,32611.0,1718,32647.0,5.268161049952471
