Attrition_Flag,Customer_Age,Dependent_count,Months_on_book,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Avg_Utilization_Ratio,Age_Bin,Churn,Attrition_Flag_Churned,Gender_M,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
Existing Customer,49,3,32,3,3114.0,2208,0.824,5219,0.709,45-50,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Attrited Customer,40,3,28,2,4323.0,0,0.817,2451,0.0,35-40,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Attrited Customer,50,2,36,2,3647.0,2517,0.842,2935,0.69,45-50,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,43,2,35,2,1849.0,1293,0.835,4678,0.699,40-45,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Existing Customer,53,1,47,3,2540.0,1859,0.768,4480,0.732,50-55,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,42,5,31,3,4972.0,0,0.719,4524,0.0,40-45,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Existing Customer,55,2,47,3,13565.0,0,0.56,3705,0.0,50-55,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
Attrited Customer,40,2,29,2,6332.0,318,0.783,2505,0.05,35-40,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,41,2,36,3,6062.0,761,0.307,3877,0.126,40-45,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,47,3,29,2,2897.0,638,1.041,4491,0.22,45-50,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,46,4,36,5,13407.0,1341,0.928,4869,0.1,45-50,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Existing Customer,50,2,40,2,6610.0,1663,0.813,4735,0.252,45-50,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Attrited Customer,33,4,36,3,1438.3,0,0.98,2439,0.0,30-35,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,45,5,34,1,2030.0,1269,0.646,5067,0.625,40-45,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Attrited Customer,53,1,43,2,3146.0,0,0.414,1868,0.0,50-55,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,36,0,30,3,5302.0,2414,0.779,4284,0.455,35-40,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,55,2,45,2,3185.0,1820,0.965,5069,0.571,50-55,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,42,3,36,3,4328.0,1749,0.806,4593,0.404,40-45,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,51,3,45,3,2238.0,1300,1.071,4508,0.581,50-55,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,44,4,36,3,2658.0,1884,0.627,4779,0.709,40-45,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,47,1,36,2,9090.0,1371,0.64,4422,0.151,45-50,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Existing Customer,46,5,28,2,2424.0,2169,0.613,4209,0.895,45-50,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,57,2,36,1,1438.3,0,0.565,3848,0.0,55-60,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Attrited Customer,43,1,27,3,1438.3,0,0.481,2137,0.0,40-45,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,61,1,44,3,2303.0,540,0.57,3440,0.234,60+,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Existing Customer,51,2,41,2,2792.0,887,0.793,4074,0.318,50-55,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Existing Customer,44,4,32,1,2900.0,1987,0.667,4549,0.685,40-45,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,46,2,33,3,2267.0,1283,0.761,4249,0.566,45-50,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,52,1,34,3,4189.0,2066,0.686,4661,0.493,50-55,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Attrited Customer,45,4,39,3,12890.0,0,0.576,2216,0.0,40-45,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,35,2,26,1,3269.0,1434,0.63,4672,0.439,30-35,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Existing Customer,59,1,36,2,2759.0,2481,0.588,5037,0.899,55-60,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Attrited Customer,46,5,37,2,1787.0,0,0.654,2345,0.0,45-50,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,43,3,33,2,6854.0,0,0.703,4578,0.0,40-45,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Attrited Customer,35,1,27,2,2904.0,2517,0.624,2653,0.867,30-35,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Existing Customer,44,0,34,2,5293.0,1236,0.848,4572,0.234,40-45,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Existing Customer,57,3,49,2,1781.0,0,0.57,4593,0.0,55-60,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,50,3,36,3,3276.0,2353,0.725,4488,0.718,45-50,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,55,2,48,3,34516.0,1384,0.625,3807,0.04,50-55,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
Existing Customer,48,4,30,3,14670.0,1900,0.806,4221,0.13,45-50,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Attrited Customer,59,2,36,3,4375.0,0,0.621,2507,0.0,55-60,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,36,2,24,3,3448.0,1903,0.841,5471,0.552,35-40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Attrited Customer,43,2,33,3,2111.0,1761,0.753,2112,0.834,40-45,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,55,2,36,1,3123.0,0,0.513,4424,0.0,50-55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,42,4,19,3,8374.0,0,0.885,4493,0.0,40-45,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,48,1,28,1,15713.0,1387,0.904,4775,0.088,45-50,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Existing Customer,60,0,36,3,4115.0,1231,0.745,3627,0.299,55-60,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
Attrited Customer,50,3,36,3,6925.0,0,0.821,2506,0.0,45-50,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Existing Customer,42,2,30,3,1898.0,725,0.664,5051,0.382,40-45,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Existing Customer,44,1,39,3,2021.0,1182,0.794,4209,0.585,40-45,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Existing Customer,33,3,13,3,1630.0,1008,0.695,4143,0.618,30-35,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Attrited Customer,48,4,43,2,1538.0,0,0.684,2275,0.0,45-50,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Existing Customer,48,5,38,2,22639.0,1481,0.703,4219,0.065,45-50,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Existing Customer,39,3,19,1,2452.0,2423,0.778,4204,0.988,35-40,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,32,4,22,3,1438.3,1056,0.986,4885,0.734,30-35,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Attrited Customer,41,2,24,2,9924.0,0,0.517,1949,0.0,40-45,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Existing Customer,37,2,26,2,2586.0,835,0.721,4883,0.323,35-40,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,59,1,52,3,2308.0,2094,0.722,4869,0.907,55-60,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,48,2,42,2,10514.0,1494,0.649,4949,0.142,45-50,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Existing Customer,54,3,44,3,1655.0,0,0.766,4621,0.0,50-55,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,41,2,25,2,2768.0,2228,0.864,5112,0.805,40-45,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Existing Customer,59,0,52,3,2533.0,2076,0.738,3816,0.82,55-60,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,48,2,42,3,25658.0,1721,0.592,4498,0.067,45-50,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Attrited Customer,55,2,36,2,4410.0,2517,0.53,1883,0.571,50-55,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Attrited Customer,49,4,39,3,3468.0,2517,0.746,2494,0.726,45-50,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Existing Customer,51,3,36,2,1438.3,0,0.709,4323,0.0,50-55,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Attrited Customer,34,3,15,1,1438.3,0,0.689,2819,0.0,30-35,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Existing Customer,55,1,36,2,6968.0,1430,0.95,4037,0.205,50-55,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Existing Customer,35,3,22,1,2441.0,1670,0.697,4105,0.684,30-35,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Attrited Customer,46,4,37,2,1836.0,0,0.323,1799,0.0,45-50,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,50,1,36,1,2560.0,1807,0.995,4456,0.706,45-50,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,43,4,36,1,32733.0,1448,0.655,3452,0.044,40-45,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Attrited Customer,48,2,41,3,2964.0,2517,0.699,2327,0.849,45-50,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,44,1,29,1,8315.0,1008,0.718,4088,0.121,40-45,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Existing Customer,65,0,56,3,2279.0,1789,0.865,4091,0.785,60+,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,53,4,48,1,34516.0,800,0.804,3819,0.023,50-55,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
Existing Customer,49,4,39,1,1438.3,0,0.562,3691,0.0,45-50,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,45,3,36,2,2020.0,1103,0.942,4951,0.546,40-45,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Attrited Customer,44,2,35,3,34516.0,0,0.767,2227,0.0,40-45,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Existing Customer,56,2,47,2,5261.0,1966,0.672,4448,0.374,55-60,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Existing Customer,43,3,31,3,2692.0,2039,0.853,4622,0.757,40-45,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Existing Customer,49,3,36,2,1994.0,0,0.829,4434,0.0,45-50,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,44,3,37,2,3290.0,0,0.841,4780,0.0,40-45,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Existing Customer,52,5,41,2,3035.0,1960,0.566,4104,0.646,50-55,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Existing Customer,37,2,36,3,2407.0,1552,0.62,4983,0.645,35-40,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Attrited Customer,47,3,35,3,1781.0,0,0.693,2196,0.0,45-50,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Attrited Customer,40,1,28,2,3680.0,0,0.729,2725,0.0,35-40,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Attrited Customer,48,4,36,3,2740.0,2425,0.816,2431,0.885,45-50,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,42,2,31,6,4311.0,822,0.722,4965,0.191,40-45,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,42,3,32,3,1931.0,1297,1.037,4693,0.672,40-45,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,59,0,36,3,3604.0,1483,0.597,4576,0.411,55-60,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,47,2,34,2,2190.0,0,0.63,4416,0.0,45-50,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,56,2,36,1,8438.0,1825,0.589,4798,0.216,55-60,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Existing Customer,46,3,36,2,3413.0,2372,0.7,5029,0.695,45-50,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,26,0,14,2,2163.0,1942,0.582,4380,0.898,25-30,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Existing Customer,42,1,36,3,3595.0,1904,0.891,5025,0.53,40-45,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,47,1,41,3,9036.0,1080,0.742,4500,0.12,45-50,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Existing Customer,48,2,31,1,2315.0,1565,0.873,4828,0.676,45-50,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,44,4,27,3,34516.0,1043,0.69,4654,0.03,40-45,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
Existing Customer,56,3,37,1,4008.0,1650,1.0,5429,0.412,55-60,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,43,3,30,2,3143.0,2517,0.959,5409,0.801,40-45,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Attrited Customer,40,3,27,2,3427.0,0,0.5,2625,0.0,35-40,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Existing Customer,38,3,28,2,2699.0,564,0.683,4813,0.209,35-40,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,40,2,36,2,1538.0,0,0.706,4884,0.0,35-40,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,48,3,36,2,5573.0,1238,0.624,4348,0.222,45-50,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,46,3,35,3,2570.0,1764,0.786,4442,0.686,45-50,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Existing Customer,43,2,30,2,18008.0,2517,0.775,2659,0.14,40-45,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Attrited Customer,52,0,39,3,34516.0,216,0.556,2395,0.006,50-55,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Existing Customer,49,4,36,2,13483.0,2517,0.733,3427,0.187,45-50,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Existing Customer,49,3,42,2,4349.0,1400,0.641,4694,0.322,45-50,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Existing Customer,42,3,36,1,11698.0,1060,1.282,3539,0.091,40-45,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Attrited Customer,46,4,28,2,8318.0,2517,0.69,2427,0.303,45-50,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,46,2,41,2,1438.3,0,0.691,3942,0.0,45-50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Attrited Customer,49,2,43,3,1643.0,526,0.829,2520,0.32,45-50,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
Existing Customer,42,4,27,1,1503.0,929,0.892,4680,0.618,40-45,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,47,2,35,3,2793.0,1517,0.712,3485,0.543,45-50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,45,4,37,3,1438.3,0,0.835,4459,0.0,40-45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Existing Customer,33,3,22,3,9094.0,0,0.631,4203,0.0,30-35,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,50,3,39,1,6362.0,1709,1.016,4476,0.269,45-50,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Existing Customer,60,1,47,1,2394.0,1427,0.803,4611,0.596,55-60,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,45,4,36,2,15100.0,2004,0.9,4135,0.133,40-45,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Attrited Customer,53,2,47,4,2927.0,2517,0.419,2231,0.86,50-55,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,48,5,35,3,9030.0,2369,0.662,4899,0.262,45-50,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,53,2,36,2,1543.0,1041,0.92,4312,0.675,50-55,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,53,1,40,2,4941.0,1867,0.73,5104,0.378,50-55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Existing Customer,33,1,36,2,2279.0,1432,0.855,4169,0.628,30-35,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Attrited Customer,44,3,28,2,1877.0,1203,0.654,2581,0.641,40-45,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Existing Customer,52,2,46,1,1438.3,0,0.706,3763,0.0,50-55,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Existing Customer,40,5,27,2,1438.3,0,0.984,4397,0.0,35-40,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Existing Customer,41,3,28,1,9577.0,632,0.379,4086,0.066,40-45,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,43,2,36,1,5427.0,2177,0.824,4328,0.401,40-45,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Attrited Customer,46,4,36,3,5913.0,1651,0.79,2404,0.279,45-50,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Attrited Customer,43,3,26,2,2867.0,0,0.703,2646,0.0,40-45,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Existing Customer,40,1,29,2,2506.0,1362,0.844,4665,0.543,35-40,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,39,2,29,2,1693.0,1101,0.778,4203,0.65,35-40,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Attrited Customer,54,1,36,2,3137.0,959,1.008,2925,0.306,50-55,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Attrited Customer,47,3,40,2,2437.0,0,0.664,2027,0.0,45-50,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,35,1,28,0,1438.3,977,1.189,4840,0.679,30-35,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,46,3,41,3,3913.0,0,0.722,5170,0.0,45-50,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,41,2,36,2,4953.0,991,0.342,4183,0.2,40-45,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,48,3,33,2,5724.0,582,0.817,4510,0.102,45-50,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Existing Customer,37,3,25,0,1438.3,0,1.023,5046,0.0,35-40,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,55,2,36,3,1886.0,1023,0.708,4233,0.542,50-55,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Attrited Customer,42,3,36,2,1451.0,599,0.752,2192,0.413,40-45,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Existing Customer,47,1,41,2,2950.0,1642,0.8,4740,0.557,45-50,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Attrited Customer,42,0,30,2,1438.3,1223,0.491,2181,0.85,40-45,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Existing Customer,36,2,23,2,2024.0,901,0.659,4861,0.445,35-40,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Attrited Customer,33,0,15,1,2299.0,0,0.663,2323,0.0,30-35,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Existing Customer,47,1,29,3,3291.0,1197,0.672,3228,0.364,45-50,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Attrited Customer,41,2,36,2,1438.3,834,0.407,1890,0.58,40-45,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,41,5,34,1,2137.0,996,0.625,4290,0.466,40-45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Attrited Customer,60,2,42,3,1438.3,0,0.061,1628,0.0,55-60,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,48,3,44,1,16794.0,1527,0.912,4040,0.091,45-50,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
Existing Customer,43,3,32,1,12219.0,1462,0.558,3843,0.12,40-45,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,54,2,47,2,1804.0,1298,0.758,4542,0.72,50-55,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,60,2,36,3,2343.0,2066,0.72,4858,0.882,55-60,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,44,3,38,2,19724.0,0,0.644,3830,0.0,40-45,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Existing Customer,49,3,42,1,3949.0,1463,1.072,4124,0.37,45-50,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Attrited Customer,64,0,36,3,1682.0,0,0.75,1811,0.0,60+,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Attrited Customer,54,1,35,3,1724.0,0,0.67,2725,0.0,50-55,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,50,3,41,3,2372.0,1148,0.872,4418,0.484,45-50,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,40,3,28,3,4642.0,1676,0.615,5080,0.361,35-40,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Existing Customer,49,4,30,3,2765.0,1211,0.736,4629,0.438,45-50,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Existing Customer,49,2,41,3,2555.0,1815,0.847,4552,0.71,45-50,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,51,3,40,2,3150.0,0,0.75,3477,0.0,50-55,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,43,2,36,3,2570.0,2107,0.651,4058,0.82,40-45,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,59,0,53,2,4386.0,2505,0.806,4064,0.571,55-60,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Existing Customer,42,4,37,3,2411.0,1797,0.607,4331,0.745,40-45,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Attrited Customer,47,3,40,4,6397.0,0,0.632,2511,0.0,45-50,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Attrited Customer,53,1,45,4,23958.0,2517,0.702,2777,0.105,50-55,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Existing Customer,49,3,42,2,2608.0,2455,0.886,4776,0.941,45-50,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,45,3,39,1,4409.0,1753,0.55,4292,0.398,40-45,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,48,2,39,2,10033.0,0,0.644,4106,0.0,45-50,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Attrited Customer,48,2,36,3,1641.0,0,0.791,2536,0.0,45-50,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Existing Customer,57,2,45,1,2454.0,1610,1.036,4983,0.656,55-60,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
