CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit
780067158,Attrited Customer,51,F,2,Uneducated,Single,Less than $40K,Blue,36,2,3,3,1746.0
715357308,Existing Customer,44,M,2,Graduate,Married,$60K - $80K,Blue,36,3,1,2,4141.0
720559908,Existing Customer,58,F,2,Uneducated,Divorced,Less than $40K,Silver,46,6,1,4,11684.0
720339558,Existing Customer,47,F,2,Graduate,Single,Less than $40K,Blue,36,3,1,2,2363.0
809599158,Attrited Customer,48,M,4,Uneducated,Single,$80K - $120K,Silver,43,2,3,4,34516.0
793269933,Existing Customer,46,M,3,Graduate,Unknown,$60K - $80K,Silver,40,6,3,2,28829.0
809978733,Existing Customer,33,F,2,High School,Single,$40K - $60K,Blue,28,3,2,3,1438.3
788996058,Existing Customer,47,F,2,High School,Married,Less than $40K,Blue,34,4,2,4,2730.0
712575708,Existing Customer,55,F,2,High School,Married,Less than $40K,Blue,36,5,1,4,1994.0
789625383,Existing Customer,48,M,3,Uneducated,Married,$80K - $120K,Blue,42,4,3,3,9727.0
719730258,Existing Customer,41,M,4,Uneducated,Divorced,$60K - $80K,Silver,36,4,2,3,33771.0
793717608,Existing Customer,39,M,0,Doctorate,Single,$60K - $80K,Blue,33,6,2,0,10452.0
709798908,Attrited Customer,45,F,4,Unknown,Single,Less than $40K,Blue,32,3,3,4,2858.0
716077458,Existing Customer,46,M,3,Uneducated,Married,$40K - $60K,Blue,36,4,2,4,4707.0
813435108,Existing Customer,49,F,1,Graduate,Single,Less than $40K,Blue,44,5,2,1,3537.0
708084558,Attrited Customer,46,M,3,Doctorate,Divorced,$80K - $120K,Blue,38,6,3,3,8258.0
719880408,Existing Customer,46,F,4,Graduate,Married,Less than $40K,Blue,35,6,3,1,3072.0
719343633,Existing Customer,48,M,3,High School,Unknown,Less than $40K,Blue,38,4,3,3,8892.0
718711158,Attrited Customer,52,M,3,Graduate,Married,$120K +,Blue,36,1,2,3,3841.0
717443658,Existing Customer,37,F,0,Graduate,Divorced,$40K - $60K,Blue,28,4,3,1,1920.0
715976433,Existing Customer,42,M,3,High School,Unknown,Less than $40K,Blue,31,4,2,4,7802.0
719038008,Existing Customer,48,F,4,Graduate,Single,Less than $40K,Blue,35,3,2,2,1705.0
709143183,Attrited Customer,52,F,2,Doctorate,Married,$40K - $60K,Blue,43,3,2,4,1822.0
710186958,Existing Customer,45,F,3,Unknown,Single,Unknown,Blue,32,6,3,4,9294.0
709274583,Existing Customer,40,M,2,High School,Married,$120K +,Blue,27,5,3,1,12248.0
816864483,Existing Customer,39,F,4,Uneducated,Single,$40K - $60K,Blue,34,4,2,2,10264.0
708271833,Existing Customer,42,M,3,Graduate,Single,$40K - $60K,Silver,36,3,2,3,15069.0
821759658,Attrited Customer,41,F,4,High School,Divorced,$40K - $60K,Blue,37,3,2,3,4650.0
820920408,Existing Customer,53,F,2,Graduate,Single,Less than $40K,Blue,48,3,2,2,3685.0
718403358,Existing Customer,49,F,2,High School,Divorced,$40K - $60K,Blue,33,4,2,1,7231.0
713476758,Existing Customer,44,M,4,Unknown,Married,$60K - $80K,Blue,32,4,1,1,10007.0
720690933,Existing Customer,52,M,4,Uneducated,Married,$60K - $80K,Blue,39,5,1,3,2641.0
719252583,Existing Customer,29,F,1,High School,Single,Less than $40K,Blue,20,4,2,1,3095.0
712783083,Attrited Customer,48,F,4,High School,Married,Less than $40K,Blue,37,1,2,3,3607.0
771204108,Existing Customer,36,F,2,Uneducated,Single,Unknown,Blue,23,3,1,0,1954.0
817247658,Existing Customer,45,M,3,High School,Unknown,$60K - $80K,Blue,27,6,2,3,21317.0
821749608,Attrited Customer,41,M,3,Graduate,Single,$80K - $120K,Blue,37,3,3,3,19402.0
714389883,Existing Customer,45,M,4,Graduate,Single,$80K - $120K,Blue,36,6,3,1,8063.0
713648208,Existing Customer,40,F,2,Graduate,Unknown,$40K - $60K,Blue,32,6,2,2,3097.0
826261008,Attrited Customer,48,F,3,Graduate,Unknown,Less than $40K,Blue,44,3,3,2,1438.3
824163333,Existing Customer,43,F,5,Uneducated,Single,Less than $40K,Blue,39,3,2,4,3161.0
709444983,Attrited Customer,38,F,3,Uneducated,Single,$40K - $60K,Blue,30,3,2,3,2435.0
711154908,Existing Customer,59,F,0,Unknown,Single,Less than $40K,Blue,40,5,2,2,1845.0
769575783,Attrited Customer,49,F,3,College,Married,Less than $40K,Blue,41,3,3,3,1603.0
720334833,Existing Customer,39,F,5,College,Single,Less than $40K,Blue,30,4,1,2,4710.0
709563258,Attrited Customer,50,F,2,Uneducated,Single,Unknown,Blue,41,2,3,2,2751.0
708205083,Existing Customer,38,F,1,High School,Married,Less than $40K,Blue,28,6,4,3,1438.3
715276683,Existing Customer,52,M,2,High School,Married,$60K - $80K,Blue,45,5,1,4,24287.0
721254858,Existing Customer,42,F,5,Graduate,Married,Less than $40K,Blue,18,6,1,1,1694.0
712257258,Attrited Customer,50,F,1,High School,Single,Less than $40K,Blue,36,4,2,5,1457.0
789616158,Existing Customer,33,M,3,Unknown,Divorced,Unknown,Blue,27,6,1,3,25045.0
708773583,Existing Customer,52,F,3,Graduate,Unknown,$40K - $60K,Blue,45,5,2,0,10859.0
711110733,Existing Customer,45,M,3,High School,Married,$40K - $60K,Silver,33,3,2,1,16928.0
714043008,Existing Customer,37,M,2,High School,Single,$40K - $60K,Blue,30,6,3,4,4297.0
780602733,Existing Customer,42,M,3,Uneducated,Single,$60K - $80K,Blue,30,4,2,3,8302.0
823557333,Existing Customer,43,F,2,Uneducated,Unknown,Less than $40K,Blue,39,5,3,3,2734.0
772825308,Existing Customer,40,M,3,Graduate,Divorced,$80K - $120K,Blue,31,4,2,3,27374.0
713251008,Existing Customer,43,F,2,Uneducated,Married,Unknown,Blue,38,6,3,1,2960.0
711175083,Existing Customer,54,M,3,Doctorate,Single,$60K - $80K,Blue,41,4,2,3,9110.0
756477333,Existing Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,35,4,3,1,1539.0
712294983,Existing Customer,39,F,2,Graduate,Married,$40K - $60K,Blue,36,4,2,4,1947.0
717023508,Existing Customer,45,F,3,Unknown,Unknown,$40K - $60K,Blue,36,6,1,2,2667.0
709869708,Existing Customer,54,F,3,College,Single,Less than $40K,Blue,45,5,1,4,3062.0
772133808,Existing Customer,47,F,3,Post-Graduate,Single,$40K - $60K,Blue,36,6,5,0,3114.0
768196008,Existing Customer,54,M,1,Uneducated,Single,$60K - $80K,Blue,48,5,2,3,14948.0
708916083,Attrited Customer,49,F,0,Doctorate,Unknown,Less than $40K,Blue,37,5,2,3,1749.0
789526458,Existing Customer,44,M,3,Unknown,Married,$40K - $60K,Blue,36,4,2,1,2534.0
716079708,Existing Customer,46,F,3,College,Single,Less than $40K,Blue,36,5,2,2,2503.0
720087708,Existing Customer,38,F,3,High School,Married,Less than $40K,Blue,31,4,3,2,1854.0
714259533,Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,35,3,1,3,4092.0
714691683,Existing Customer,62,M,1,Graduate,Single,$60K - $80K,Blue,54,4,1,4,13284.0
768420558,Existing Customer,59,F,0,Graduate,Single,Less than $40K,Blue,53,6,3,4,4830.0
778364583,Attrited Customer,45,F,2,Graduate,Married,Less than $40K,Blue,25,3,2,3,5911.0
719186433,Existing Customer,53,F,1,College,Single,Unknown,Blue,44,3,2,2,11012.0
719951208,Existing Customer,43,M,4,Graduate,Single,$60K - $80K,Blue,24,5,3,2,19188.0
720182658,Existing Customer,44,F,3,Uneducated,Single,Unknown,Blue,31,4,2,3,18056.0
789022233,Existing Customer,50,F,2,Uneducated,Single,Less than $40K,Blue,37,6,5,2,1438.3
778353183,Existing Customer,31,F,0,High School,Married,Less than $40K,Blue,13,5,2,3,3201.0
713789883,Existing Customer,50,F,4,High School,Married,$40K - $60K,Blue,36,6,1,1,1479.0
773018583,Existing Customer,38,F,4,Graduate,Married,Less than $40K,Blue,30,5,1,2,3144.0
771354633,Existing Customer,58,M,1,College,Single,$80K - $120K,Blue,45,5,3,4,1854.0
717308433,Attrited Customer,49,M,5,Uneducated,Unknown,$60K - $80K,Blue,43,3,3,3,1960.0
712271958,Existing Customer,37,M,3,Uneducated,Unknown,$80K - $120K,Blue,36,4,2,3,9782.0
716736858,Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,39,3,3,2,3144.0
713796033,Attrited Customer,47,M,2,Graduate,Married,$40K - $60K,Blue,42,6,3,3,4738.0
710812533,Attrited Customer,46,F,3,High School,Single,Unknown,Silver,36,4,2,3,34516.0
782555058,Existing Customer,35,F,1,Unknown,Married,Less than $40K,Blue,29,4,2,3,1438.3
714864333,Attrited Customer,43,M,2,College,Divorced,$120K +,Blue,37,4,1,2,34516.0
787918158,Existing Customer,32,F,0,Uneducated,Married,Less than $40K,Blue,23,5,2,4,2156.0
779070033,Existing Customer,63,F,0,College,Single,Less than $40K,Blue,44,3,4,2,1938.0
789945933,Existing Customer,61,F,1,Graduate,Single,Less than $40K,Blue,52,3,3,1,1438.3
720810783,Attrited Customer,54,F,2,Graduate,Married,Unknown,Blue,44,2,3,3,3781.0
715627833,Existing Customer,48,M,3,High School,Married,$60K - $80K,Gold,37,6,2,0,34516.0
809538783,Existing Customer,49,M,1,High School,Single,$120K +,Blue,44,6,2,3,1438.3
715987758,Attrited Customer,49,M,3,Graduate,Single,$80K - $120K,Blue,36,3,2,1,3261.0
711967158,Existing Customer,35,F,3,Graduate,Single,Less than $40K,Blue,23,6,3,1,2211.0
712325433,Existing Customer,39,F,2,Unknown,Single,Unknown,Blue,28,6,2,2,1493.0
716470683,Existing Customer,48,F,3,Post-Graduate,Married,Unknown,Blue,36,3,1,3,20631.0
713289183,Existing Customer,53,F,3,Doctorate,Married,Less than $40K,Blue,33,6,2,1,2255.0
711549408,Existing Customer,51,M,3,Uneducated,Married,$80K - $120K,Blue,42,5,1,3,1507.0
709523508,Existing Customer,65,F,0,Uneducated,Unknown,Less than $40K,Silver,53,5,1,2,11097.0
717578358,Existing Customer,49,F,4,Graduate,Married,Unknown,Blue,40,5,1,1,8162.0
711673983,Existing Customer,44,M,4,Unknown,Single,$60K - $80K,Blue,36,3,1,2,18721.0
713388108,Attrited Customer,62,F,0,High School,Unknown,Less than $40K,Blue,51,4,2,3,5210.0
715679733,Existing Customer,43,F,2,Uneducated,Single,Less than $40K,Blue,36,5,2,4,1736.0
779694183,Existing Customer,51,M,3,College,Married,$80K - $120K,Blue,34,5,2,4,1864.0
788544108,Existing Customer,43,F,2,High School,Single,Less than $40K,Blue,37,4,3,0,6611.0
715583283,Existing Customer,34,F,0,Graduate,Married,Unknown,Blue,13,4,1,4,7942.0
719917233,Attrited Customer,49,M,3,Post-Graduate,Married,$80K - $120K,Blue,36,3,3,2,13382.0
717103758,Attrited Customer,63,M,0,Graduate,Single,Unknown,Blue,55,5,0,2,18550.0
714621183,Existing Customer,39,F,3,Graduate,Single,Less than $40K,Blue,36,4,3,4,2650.0
721365033,Attrited Customer,37,M,3,Uneducated,Single,$40K - $60K,Blue,36,3,2,4,1696.0
712999008,Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,33,3,1,1,2628.0
780790008,Existing Customer,46,F,3,Unknown,Married,$40K - $60K,Blue,39,6,3,2,1457.0
779499933,Existing Customer,46,M,5,Uneducated,Unknown,$80K - $120K,Blue,28,6,1,1,34516.0
717200508,Existing Customer,40,F,4,Uneducated,Single,Unknown,Blue,32,3,1,3,3056.0
716995083,Existing Customer,52,M,2,High School,Single,$80K - $120K,Blue,44,6,2,4,2650.0
718137183,Existing Customer,58,F,1,College,Married,Less than $40K,Blue,38,4,2,3,3331.0
787507833,Existing Customer,49,F,1,Uneducated,Unknown,Less than $40K,Blue,38,6,2,1,3343.0
810974958,Attrited Customer,51,M,2,High School,Married,$60K - $80K,Blue,46,5,3,2,4123.0
717967833,Existing Customer,55,F,1,Unknown,Married,Less than $40K,Blue,36,3,1,0,2677.0
712267983,Attrited Customer,57,F,0,Graduate,Single,Less than $40K,Blue,45,4,3,3,3023.0
717376758,Existing Customer,56,F,2,High School,Married,Less than $40K,Blue,47,4,3,1,2238.0
718250883,Attrited Customer,59,F,2,High School,Married,Unknown,Blue,51,3,3,3,3875.0
717491058,Existing Customer,42,M,2,Post-Graduate,Single,$60K - $80K,Blue,26,6,2,3,20803.0
802243458,Attrited Customer,48,M,2,Doctorate,Single,$40K - $60K,Blue,42,6,3,2,2760.0
714485508,Existing Customer,45,M,3,Doctorate,Single,$80K - $120K,Blue,36,6,2,4,9086.0
711377808,Existing Customer,47,M,3,Graduate,Unknown,$60K - $80K,Blue,36,4,3,2,21142.0
718565733,Existing Customer,62,M,0,Unknown,Single,Less than $40K,Blue,36,3,2,4,3653.0
712723608,Existing Customer,44,F,3,Uneducated,Unknown,Less than $40K,Blue,36,6,2,4,1713.0
789948408,Existing Customer,55,M,2,Graduate,Single,$80K - $120K,Blue,46,3,1,4,34516.0
734909358,Existing Customer,43,M,4,Graduate,Single,$80K - $120K,Blue,33,4,1,1,6548.0
719267283,Existing Customer,35,F,2,Doctorate,Married,$40K - $60K,Blue,27,6,1,0,1953.0
780684933,Existing Customer,49,M,3,High School,Unknown,$40K - $60K,Blue,38,4,1,3,3051.0
720330558,Attrited Customer,44,M,3,Graduate,Married,$80K - $120K,Blue,25,5,2,3,25256.0
720784833,Attrited Customer,48,F,3,Graduate,Single,Unknown,Blue,36,3,3,1,1630.0
789059958,Existing Customer,42,M,4,High School,Married,$120K +,Gold,30,6,2,4,34516.0
797138883,Existing Customer,43,M,4,Unknown,Married,$40K - $60K,Blue,37,3,2,3,10800.0
721448283,Attrited Customer,39,F,1,Graduate,Single,Less than $40K,Blue,26,3,3,1,1876.0
710552733,Attrited Customer,42,M,5,Unknown,Married,$60K - $80K,Blue,36,2,3,2,4963.0
742778358,Existing Customer,44,M,1,Graduate,Single,$60K - $80K,Blue,37,3,1,4,16739.0
713933658,Existing Customer,56,F,0,Graduate,Single,Less than $40K,Blue,45,3,6,2,2463.0
788142483,Existing Customer,46,M,3,College,Single,$80K - $120K,Silver,38,3,3,1,34516.0
789705408,Existing Customer,50,M,2,College,Married,$60K - $80K,Blue,37,4,1,2,4743.0
780378633,Existing Customer,43,M,3,College,Unknown,$60K - $80K,Blue,33,4,3,4,9382.0
817422408,Existing Customer,45,F,3,Uneducated,Single,Less than $40K,Blue,30,3,2,3,2059.0
781297983,Existing Customer,58,M,2,Unknown,Divorced,$60K - $80K,Blue,52,6,2,3,20410.0
710671608,Existing Customer,39,F,2,Graduate,Divorced,Less than $40K,Blue,31,5,3,4,6798.0
719967708,Existing Customer,44,F,2,Unknown,Single,Less than $40K,Blue,32,3,1,4,6472.0
711879633,Existing Customer,45,M,3,High School,Single,Less than $40K,Blue,29,4,1,2,2766.0
716444733,Existing Customer,55,F,2,Graduate,Married,Less than $40K,Blue,46,5,3,4,1438.3
718460958,Existing Customer,49,F,2,College,Married,Less than $40K,Blue,35,3,3,4,3283.0
789953733,Existing Customer,46,F,3,Graduate,Married,Less than $40K,Blue,37,5,1,3,2470.0
770278833,Existing Customer,43,M,4,Unknown,Married,$120K +,Blue,37,3,1,3,20695.0
787291308,Existing Customer,42,F,5,Graduate,Married,Less than $40K,Blue,36,5,2,4,4228.0
710644158,Existing Customer,45,M,3,Graduate,Unknown,$80K - $120K,Blue,28,5,3,1,31743.0
717095733,Existing Customer,48,F,4,Unknown,Unknown,Less than $40K,Blue,29,6,3,4,3212.0
813338733,Existing Customer,47,F,3,Unknown,Single,Unknown,Blue,42,3,2,2,5884.0
787536933,Existing Customer,44,F,3,Unknown,Single,Less than $40K,Blue,33,6,2,3,1724.0
714384783,Attrited Customer,59,F,1,Graduate,Married,Less than $40K,Blue,36,2,3,3,2468.0
713847858,Attrited Customer,49,F,3,Graduate,Divorced,Less than $40K,Blue,36,3,3,3,1438.3
809809008,Existing Customer,47,F,5,Graduate,Married,Less than $40K,Blue,42,5,1,2,3111.0
719446833,Existing Customer,58,F,1,High School,Married,Less than $40K,Blue,46,4,1,3,2799.0
720570333,Existing Customer,48,F,3,College,Married,Less than $40K,Blue,36,5,3,0,1912.0
815308683,Existing Customer,46,M,3,College,Married,$80K - $120K,Blue,41,4,3,1,18927.0
810875958,Attrited Customer,51,F,3,Graduate,Married,Less than $40K,Blue,46,1,4,3,2016.0
717775608,Existing Customer,51,M,2,Post-Graduate,Unknown,$80K - $120K,Blue,43,4,2,0,4830.0
718766058,Attrited Customer,56,M,2,Graduate,Single,$80K - $120K,Blue,36,1,2,2,1438.3
710656683,Existing Customer,50,F,3,High School,Single,Less than $40K,Blue,36,4,3,1,1986.0
768390708,Existing Customer,47,M,2,Unknown,Single,$80K - $120K,Blue,41,6,1,1,2877.0
713263758,Existing Customer,53,F,1,College,Single,Less than $40K,Blue,45,3,2,2,2312.0
754564308,Existing Customer,46,F,3,Graduate,Married,$40K - $60K,Blue,39,3,3,2,2644.0
827890758,Existing Customer,39,F,1,Uneducated,Single,Less than $40K,Blue,35,5,3,0,2062.0
779945508,Existing Customer,50,F,1,Graduate,Married,Less than $40K,Blue,35,5,2,2,3510.0
720807183,Existing Customer,55,M,2,Graduate,Single,$80K - $120K,Blue,36,3,2,1,15026.0
709309308,Attrited Customer,50,M,3,College,Unknown,$80K - $120K,Blue,37,1,3,2,27186.0
715844733,Existing Customer,45,M,5,High School,Married,$60K - $80K,Blue,36,6,3,2,2174.0
712332183,Existing Customer,42,M,3,College,Single,$80K - $120K,Blue,36,6,1,0,29535.0
790123983,Existing Customer,50,F,2,High School,Single,Less than $40K,Blue,43,4,2,1,2974.0
711721458,Attrited Customer,50,F,2,Graduate,Unknown,Less than $40K,Blue,36,5,2,2,1438.3
716860233,Existing Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,39,3,3,0,8148.0
714678408,Existing Customer,48,F,4,Post-Graduate,Married,Less than $40K,Blue,31,6,6,4,2646.0
708798483,Attrited Customer,37,F,3,Unknown,Single,Unknown,Blue,24,2,3,2,2054.0
708501783,Attrited Customer,43,M,2,High School,Married,$120K +,Blue,36,6,2,4,34516.0
713645883,Existing Customer,37,F,1,High School,Single,Less than $40K,Blue,23,6,3,4,1879.0
718622658,Existing Customer,45,M,4,High School,Single,$80K - $120K,Blue,34,3,2,3,15913.0
710641008,Existing Customer,44,F,2,High School,Single,Less than $40K,Blue,36,5,3,4,8685.0
718547358,Existing Customer,60,F,2,Uneducated,Unknown,$40K - $60K,Blue,52,4,3,2,2676.0
716177583,Existing Customer,58,F,1,Post-Graduate,Single,Less than $40K,Blue,36,6,2,4,1438.3
713417433,Existing Customer,42,M,2,Graduate,Single,$40K - $60K,Blue,28,3,1,3,1711.0
713043183,Existing Customer,61,M,0,High School,Single,$40K - $60K,Blue,48,3,2,4,2572.0
719328858,Attrited Customer,56,M,4,High School,Married,$60K - $80K,Blue,43,6,2,6,4535.0
718501983,Existing Customer,44,M,2,Graduate,Married,$60K - $80K,Blue,36,5,6,1,5950.0
803800533,Attrited Customer,39,M,1,Unknown,Single,$40K - $60K,Blue,33,3,3,4,2088.0
771790083,Existing Customer,43,F,3,Unknown,Married,Less than $40K,Silver,32,4,3,2,10466.0
712817808,Existing Customer,39,M,2,Graduate,Married,$60K - $80K,Blue,23,5,2,1,4761.0
811697958,Existing Customer,50,F,4,Unknown,Married,Less than $40K,Blue,45,4,1,4,1488.0
817089408,Existing Customer,44,M,2,College,Married,$60K - $80K,Blue,27,3,1,2,19114.0
803406558,Existing Customer,30,F,1,Uneducated,Single,Unknown,Blue,24,3,5,4,7536.0
717297708,Existing Customer,47,F,1,Graduate,Single,Unknown,Blue,37,6,3,3,2441.0
808756458,Existing Customer,47,M,3,Graduate,Married,$80K - $120K,Blue,42,6,3,3,13189.0
718352358,Attrited Customer,49,F,3,Post-Graduate,Married,Less than $40K,Blue,35,3,3,2,1914.0
780638958,Existing Customer,42,F,2,Graduate,Divorced,$40K - $60K,Blue,31,6,2,1,2468.0
721026033,Existing Customer,57,F,1,Unknown,Single,Less than $40K,Blue,44,4,3,2,2564.0
719894433,Attrited Customer,43,F,4,Unknown,Married,Less than $40K,Blue,24,6,2,3,1679.0
812493033,Existing Customer,44,F,3,High School,Single,$40K - $60K,Blue,37,4,1,1,3410.0
718256658,Existing Customer,45,F,3,Uneducated,Married,Less than $40K,Blue,38,6,5,1,2728.0
711421233,Existing Customer,51,M,3,High School,Single,$60K - $80K,Blue,43,5,3,3,7119.0
710335983,Existing Customer,57,F,0,High School,Divorced,Less than $40K,Blue,36,5,1,3,3532.0
720108783,Existing Customer,60,F,1,Uneducated,Single,Unknown,Blue,50,6,3,3,7459.0
818259558,Existing Customer,64,F,0,Graduate,Single,Less than $40K,Blue,56,4,2,3,2294.0
708511983,Existing Customer,37,M,3,Graduate,Married,$80K - $120K,Blue,18,5,3,2,1663.0
708838908,Existing Customer,49,F,3,Unknown,Single,$40K - $60K,Blue,42,4,3,4,5129.0
778720533,Attrited Customer,53,F,4,Graduate,Married,Less than $40K,Blue,37,3,2,3,1722.0
793015083,Existing Customer,46,F,4,Graduate,Married,Unknown,Blue,40,5,3,4,2586.0
821336133,Existing Customer,50,F,2,High School,Single,Less than $40K,Blue,46,5,3,2,8708.0
713905608,Existing Customer,56,F,3,Unknown,Single,Less than $40K,Blue,50,5,2,2,8869.0
779164608,Existing Customer,45,F,3,Graduate,Married,Less than $40K,Blue,34,6,2,3,2641.0
714835833,Existing Customer,43,M,4,High School,Divorced,$80K - $120K,Blue,36,3,3,2,34516.0
823863033,Existing Customer,52,M,2,Unknown,Married,$80K - $120K,Silver,48,6,6,1,34516.0
713321508,Existing Customer,47,F,3,Unknown,Single,Less than $40K,Blue,36,3,1,4,1965.0
708992733,Existing Customer,50,F,0,High School,Married,Less than $40K,Blue,36,4,3,2,1513.0
709488108,Attrited Customer,42,M,4,College,Single,$40K - $60K,Blue,36,5,2,3,10543.0
716094333,Existing Customer,49,M,1,Graduate,Single,$80K - $120K,Blue,42,6,2,1,17764.0
778567983,Existing Customer,50,F,2,Graduate,Single,$40K - $60K,Blue,43,4,1,3,1438.3
712178883,Existing Customer,49,F,2,College,Single,$40K - $60K,Blue,36,3,2,1,6371.0
717490008,Existing Customer,43,M,4,Graduate,Divorced,$80K - $120K,Blue,36,5,1,1,19188.0
718282983,Existing Customer,60,M,0,College,Unknown,Less than $40K,Blue,47,6,3,3,3076.0
747208083,Existing Customer,49,M,4,Graduate,Single,$40K - $60K,Blue,42,3,3,2,2822.0
820276908,Attrited Customer,42,F,4,College,Married,$40K - $60K,Blue,37,3,3,1,4139.0
719960133,Existing Customer,42,M,3,College,Single,$80K - $120K,Silver,26,3,2,2,34516.0
711062958,Existing Customer,43,M,3,Graduate,Single,$120K +,Blue,23,5,2,2,4121.0
714917583,Existing Customer,42,F,2,Doctorate,Unknown,Less than $40K,Silver,36,6,1,2,10074.0
767256933,Existing Customer,43,M,5,Uneducated,Married,$60K - $80K,Blue,36,6,2,4,2621.0
712568358,Existing Customer,47,M,1,High School,Married,$60K - $80K,Blue,29,3,2,2,3394.0
789182358,Existing Customer,56,M,1,Uneducated,Single,$80K - $120K,Blue,45,3,1,2,17628.0
716989683,Existing Customer,56,M,2,Doctorate,Single,$80K - $120K,Blue,48,4,3,3,4480.0
827968383,Existing Customer,43,F,3,High School,Unknown,Less than $40K,Blue,39,5,3,2,3370.0
819647358,Attrited Customer,38,M,2,Unknown,Single,$60K - $80K,Blue,33,2,3,2,12871.0
788966958,Existing Customer,47,F,1,Graduate,Married,Unknown,Blue,34,3,2,2,3112.0
789502308,Attrited Customer,57,F,3,Unknown,Single,Less than $40K,Blue,49,1,3,5,1551.0
756458508,Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,37,5,2,3,1682.0
714643983,Existing Customer,42,F,1,High School,Married,Less than $40K,Blue,36,5,3,3,2758.0
711606558,Existing Customer,49,F,1,High School,Married,Less than $40K,Blue,39,5,2,2,1909.0
824155458,Existing Customer,48,M,2,High School,Married,$80K - $120K,Blue,44,5,1,2,11332.0
710445183,Existing Customer,44,M,5,Doctorate,Single,$120K +,Blue,31,5,1,2,7567.0
802834158,Attrited Customer,42,M,4,Unknown,Married,$60K - $80K,Blue,36,3,2,2,6743.0
712038258,Attrited Customer,48,M,4,Unknown,Single,$80K - $120K,Blue,36,3,3,3,32838.0
712864683,Attrited Customer,42,F,3,Doctorate,Single,Less than $40K,Blue,30,2,3,3,1438.3
813971283,Existing Customer,43,M,4,Unknown,Married,$80K - $120K,Blue,38,5,1,2,2510.0
764211033,Existing Customer,50,F,3,Uneducated,Unknown,Less than $40K,Blue,43,6,2,1,3199.0
721424583,Existing Customer,35,F,1,High School,Married,Less than $40K,Blue,26,4,2,3,1918.0
713886333,Attrited Customer,47,M,2,High School,Married,$60K - $80K,Blue,39,2,3,1,18660.0
711741708,Attrited Customer,41,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,33,3,2,3,7591.0
794217108,Existing Customer,43,M,2,College,Single,$120K +,Blue,37,6,3,1,14315.0
715339758,Existing Customer,64,F,1,High School,Divorced,Unknown,Blue,36,3,3,1,18038.0
709610283,Existing Customer,42,F,4,Graduate,Single,Less than $40K,Blue,34,3,2,3,1853.0
714575208,Existing Customer,49,M,5,Doctorate,Single,$40K - $60K,Blue,43,3,1,1,4951.0
716758908,Existing Customer,46,M,3,Uneducated,Single,$120K +,Blue,27,4,2,3,34516.0
778915233,Attrited Customer,51,F,0,Graduate,Married,Less than $40K,Blue,32,4,2,3,1757.0
789466008,Existing Customer,47,M,5,Graduate,Married,$60K - $80K,Blue,38,5,3,4,24033.0
716635758,Existing Customer,38,F,2,Unknown,Single,$40K - $60K,Blue,29,5,3,2,3276.0
771819258,Existing Customer,52,M,1,Unknown,Married,$120K +,Blue,40,4,1,2,3614.0
713451408,Existing Customer,47,M,4,High School,Divorced,$60K - $80K,Blue,36,6,1,3,1943.0
780146658,Attrited Customer,40,F,2,Post-Graduate,Married,$40K - $60K,Blue,25,2,2,4,3795.0
711675108,Existing Customer,43,F,3,Graduate,Single,Less than $40K,Blue,30,3,3,1,4075.0
755467683,Attrited Customer,48,F,1,Graduate,Single,Less than $40K,Blue,41,6,2,4,3001.0
792864858,Existing Customer,47,M,4,Unknown,Unknown,Less than $40K,Blue,37,6,3,3,5726.0
713009208,Existing Customer,54,F,3,Graduate,Single,Less than $40K,Blue,44,3,2,3,2077.0
772231233,Existing Customer,41,F,2,Graduate,Married,Less than $40K,Blue,30,6,2,4,2157.0
720510333,Existing Customer,40,F,3,College,Unknown,$40K - $60K,Blue,20,6,2,2,2037.0
780199233,Existing Customer,33,M,2,Doctorate,Single,$120K +,Blue,23,5,1,1,14914.0
711700158,Existing Customer,47,F,2,High School,Single,Less than $40K,Blue,39,5,3,2,1580.0
788275083,Existing Customer,46,M,3,College,Married,$60K - $80K,Blue,38,5,3,4,15483.0
708804633,Attrited Customer,44,F,2,Doctorate,Divorced,Less than $40K,Blue,36,1,2,2,1916.0
714479358,Attrited Customer,51,M,3,Graduate,Single,$80K - $120K,Blue,36,6,3,3,3610.0
711406758,Existing Customer,48,F,3,Graduate,Married,Less than $40K,Blue,36,3,2,2,1667.0
821424483,Existing Customer,51,F,1,High School,Single,Less than $40K,Blue,47,4,3,1,1438.3
769438608,Attrited Customer,48,F,1,Graduate,Married,Less than $40K,Blue,42,3,3,2,1942.0
822068583,Existing Customer,48,F,4,Uneducated,Single,Unknown,Blue,44,4,3,0,2231.0
711371208,Existing Customer,50,F,4,College,Married,Unknown,Blue,36,4,2,2,6465.0
